script_name;original_energy;optimized_gpt3_energy;optimized_gpt4_energy;optimized_llama_energy;optimized_mixtral_energy;baseline_energy;original_memory;optimized_gpt3_memory;optimized_gpt4_memory;optimized_llama_memory;optimized_mixtral_memory;baseline_memory;original_time;optimized_gpt3_time;optimized_gpt4_time;optimized_llama_time;optimized_mixtral_time;baseline_time
案例1非线性__main;106.11030069983293;111.56355794273938;108.61591644282647;115.53317616782734;106.44158782964418;0;66989260.8;75803579.73333333;62189977.6;59304072.53333333;69055283.2;0;8749.9;8723.233333333334;9183.4;8876.6;8756.533333333333;0
chap15__chap15_9;106.22967783609444;107.4576588948723;109.0747426350795;107.01397654228883;107.47558492030561;0;63301222.4;62863496.53333333;67248537.6;81569792.0;76152695.46666667;0;9056.666666666666;8823.266666666666;9250.1;9189.966666666667;9430.066666666668;0
matlab__vl_setupnn;107.8821889240644;335.64404652924276;347.8196177164772;329.42284851076545;337.16083424895186;0;56105506.13333333;195553826.13333333;184241083.73333332;177407044.26666668;181973265.06666666;0;8976.5;26729.833333333332;27603.533333333333;27316.7;27123.466666666667;0
fastica__demosig;125.28782857256786;109.67139790854029;113.27010752361966;105.87993113193274;104.6008646647213;0;62073105.06666667;50107323.733333334;55458474.666666664;73201664.0;68108288.0;0;9496.833333333334;9156.633333333333;9936.9;8676.566666666668;8569.866666666667;0
visual-data__navego_example_canada_data;170.31646728508446;0.0;0.0;175.81286214200082;106.75186360676501;0;81742370.13333334;0.0;0.0;77328930.13333334;68884070.4;0;13337.733333333334;0.0;0.0;14484.933333333332;9263.466666666667;0
simpleWalker__Derive_simpleWalker;127.0994028727427;112.14343109138038;108.91019694007507;108.72997894282258;105.58046671551031;0;80311500.8;54399112.53333333;61190007.46666667;58195285.333333336;68029098.66666667;0;9403.466666666667;9610.066666666668;9089.933333333332;9023.166666666666;9096.7;0
mlclass-ex8__loadMovieList;109.92262369785652;210.27622019442498;211.484162902898;228.58723195397178;207.4941864013827;0;68276087.46666667;126663202.13333334;136073625.6;107705958.4;169468450.13333333;0;9263.5;17679.633333333335;17966.533333333333;17973.3;17246.5;0
chapter22__test;173.50074513762374;109.33639729819261;101.53022308343789;109.97579040523657;118.66459808350774;0;64535756.8;72147763.2;65017719.46666667;49819784.53333333;63531008.0;0;10264.4;9583.666666666666;8369.766666666666;9396.733333333334;8563.266666666666;0
Constant Modulus__CE_similarity_bb_ARS;153.4132308960834;155.75050710048333;167.70623982746037;122.78887125650266;147.89787801106965;0;44149145.6;32441002.666666668;71865685.33333333;69174476.8;56140595.2;0;12150.833333333334;12304.233333333334;12791.133333333333;10103.566666666668;12370.966666666667;0
UCI_DataSets__SPECTD;104.22544403082381;103.93444722500087;112.81032155362773;107.20600585935948;107.16257578537721;0;59183377.06666667;73094348.8;60914210.13333333;67263010.13333334;74967313.06666666;0;8823.233333333334;8803.433333333332;8836.733333333334;8636.6;8903.233333333334;0
案例3 遗传算法优化BP神经网络-非线性函数拟合__Genetic;113.6501948038834;213.68285471602186;210.3642384846423;218.18164469415595;227.72623799647747;0;52156006.4;137822617.6;123544371.2;132811025.06666666;101081088.0;0;9776.866666666667;18133.333333333332;18119.966666666667;18326.7;19273.7;0
ex8__loadMovieList;108.52418670670207;223.18283945706014;216.89091796869374;209.66236114500208;208.2291819255023;0;53336746.666666664;131196654.93333334;132964898.13333334;129159441.06666666;172155835.73333332;0;9056.533333333333;17733.233333333334;18613.466666666667;17779.9;17459.566666666666;0
032_Time series forecasting based on particle swarm optimization algorithm optimized support vector machine (libsvm)__main;142.67910257982246;140.23959604892104;123.07554829915946;126.4107187907522;134.03975168867424;0;66395067.733333334;52911035.733333334;49852416.0;59718724.266666666;53266295.46666667;0;10770.266666666666;10623.866666666667;10557.066666666668;9556.666666666666;9870.2;0
第7章 径向基函数网络__curve_filt_newrb_sim;107.78197835281608;105.98273925782802;115.01839192707364;111.49220581058567;108.4588719686629;0;84878813.86666666;67032814.93333333;52002679.46666667;56673484.8;61822702.93333333;0;8996.7;8683.3;8903.233333333334;9390.066666666668;9196.733333333334;0
案例23 小波神经网络的时间序列预测-短时交通流量预测__wavenn;103.33882802325145;211.4895472208853;215.3773030599036;210.4953796386486;222.46963450114708;0;52173209.6;107440810.66666667;130916898.13333334;149050982.4;121745681.06666666;0;8956.633333333333;17713.333333333332;17566.5;17679.833333333332;18486.833333333332;0
KPMstats__test_dir;139.5148132324335;113.44735005689047;106.3416275025035;107.13867594399683;110.31184895829841;0;77573461.33333333;74842521.6;61356032.0;41538218.666666664;65348403.2;0;11430.733333333334;9069.8;9056.5;8729.733333333334;9416.733333333334;0
wrappers__path_to_tetgen;113.68204345707005;106.44510803221492;120.23317057285652;111.04704233808054;108.47068532310465;0;87042184.53333333;60887722.666666664;40660445.86666667;54739080.53333333;56198485.333333336;0;8783.333333333334;8776.4;9123.4;9270.133333333333;8983.2;0
KPMtools__centeringMatrix;103.51176198328612;106.06228129061832;109.50226389574624;109.50955759680753;159.87422332764837;0;62723413.333333336;58624682.666666664;69545984.0;59120435.2;73051204.26666667;0;8529.833333333334;8563.066666666668;9076.633333333333;9323.433333333332;9096.933333333332;0
UCI_DataSets__mushroomsL;109.70190429695067;111.06805318199913;108.80561726880259;141.04164174405352;106.72510121670008;0;70128435.2;78293128.53333333;73738649.6;61867485.86666667;57794150.4;0;9283.4;9476.766666666666;8956.733333333334;10456.966666666667;9249.966666666667;0
fiveLinkBiped__RESULTS;114.15099843345621;109.40502980558473;117.67393086751495;110.25494740802097;109.25648549401085;0;57254161.06666667;45874517.333333336;40652117.333333336;59366604.8;59359095.46666667;0;9290.366666666667;9270.033333333333;9823.533333333333;8889.9;9070.133333333333;0
scripts__optimizer;119.76335245763767;220.19593658428445;212.1323649087494;218.09892832433883;217.64022013355668;0;56258150.4;129602355.2;135993617.06666666;126700202.66666667;119063483.73333333;0;9870.233333333334;17319.7;17726.366666666665;18426.733333333334;17746.6;0
real-data__navego_example_real_ins_ekinox;298.371297709087;290.7890731811058;296.0347005208392;314.55093383791393;103.5647801718112;0;86454135.46666667;78246570.66666667;49763805.86666667;68996164.26666667;62492398.93333333;0;21740.133333333335;21619.966666666667;21926.666666666668;22006.933333333334;8576.666666666666;0
GA遗传算法解决非线性最优解__main;103.99181925461549;103.89032897950965;105.43564300537692;101.7971389770275;103.34459025059283;0;85482564.26666667;83106474.66666667;60673228.8;57263718.4;74218700.8;0;8543.266666666666;8556.4;9043.366666666667;8629.866666666667;8643.166666666666;0
chap11__chap11_12;106.88553822840137;121.4762598673619;106.39897410078169;106.2560368855057;108.17654978424737;0;61643571.2;72754653.86666666;54216977.06666667;63329211.733333334;57755238.4;0;9109.933333333332;9083.333333333334;8776.666666666666;8756.633333333333;9316.7;0
chap4__chap4_16;104.59102478021717;107.96915079745037;105.28437347408811;117.29146321607017;110.28432159422276;0;47837730.13333333;73462442.66666667;70054570.66666667;77002752.0;43790882.13333333;0;8816.633333333333;8823.333333333334;8683.166666666666;8956.7;9783.533333333333;0
emd__demo_emd;112.36162719731995;107.37851155600511;113.24919026702216;107.91030731206605;118.7803924560217;0;49993045.333333336;79788714.66666667;66717013.333333336;64990276.266666666;58561194.666666664;0;9310.1;8696.5;8876.6;8683.2;9343.3;0
tests__runalltests;119.21492258701667;116.86424611410476;115.90372009286268;112.48038228347626;125.43932495120097;0;46664226.13333333;71074338.13333334;57636864.0;45940599.46666667;47994880.0;0;10030.333333333334;9550.166666666666;10330.333333333334;9663.4;10277.166666666666;0
案例1__Genetic;108.27450866693592;107.77760264074507;104.13255462643573;109.80236409507536;106.6530715941762;0;57205555.2;62852710.4;62540322.13333333;60246016.0;69257079.46666667;0;9003.3;9456.8;8876.566666666668;9430.2;8923.333333333334;0
KPMtools__set_xtick_label_demo;144.1503957112378;142.76780446370444;142.48374837236867;144.0337387085349;148.14128621424317;0;50173815.46666667;66026700.8;49542348.8;70478506.66666667;49410867.2;0;11003.866666666667;11057.2;10937.233333333334;10910.633333333333;10303.733333333334;0
第7章 径向基函数网络__grnn_test;120.2648447673341;102.4152918498672;111.31357727050005;107.49718119313475;106.089917500775;0;63832883.2;69791470.93333334;65699566.93333333;47397000.53333333;74536004.26666667;0;8816.566666666668;8569.9;8583.133333333333;8896.533333333333;8629.833333333334;0
附件__Ratio;101.68972167965646;110.14513549810314;113.75939585359302;104.49624379480956;106.22343343095854;0;48058094.93333333;62985966.93333333;59065412.266666666;60417092.266666666;54682009.6;0;8589.833333333334;9390.166666666666;8863.266666666666;8776.533333333333;8849.966666666667;0
RegressionAnalysis回归分析__unlinear_regression;107.62884267160553;118.89110768638008;166.19632924401668;103.68813374832389;112.43573455813069;0;72055876.26666667;60241373.86666667;65845384.53333333;81831389.86666666;52955955.2;0;9370.066666666668;9530.1;8836.566666666668;8536.6;9556.733333333334;0
011_Data classification prediction based on random forest algorithm__main;121.63365529388345;123.18124135338584;119.63204854327293;120.85330251056196;116.52166188565121;0;48850261.333333336;20360396.8;65971814.4;56640443.733333334;48233540.266666666;0;9823.5;9963.633333333333;9990.133333333333;9810.233333333334;9636.866666666667;0
IEEE802.11信道模型__plot_IEEE80211_model;110.53925323483806;103.1451655070569;106.05488230391832;109.08953653976981;103.59175160726687;0;54017911.46666667;84200925.86666666;57334169.6;73156061.86666666;55530018.13333333;0;9650.233333333334;8456.433333333332;8843.3;9390.066666666668;8696.533333333333;0
data__GenerateTrainingPatches;128.65546518949947;121.7232264200924;123.26262868246413;119.71471862802282;122.35228780101365;0;67672883.2;59384900.266666666;64189235.2;71677269.33333333;37770581.333333336;0;10010.2;10303.8;10083.5;10143.633333333333;10537.1;0
wrappers__path_to_triangle;108.22983093252793;105.58834025064328;109.09100952148438;109.05060272219514;109.71360066730219;0;45419724.8;62123895.46666667;58382062.93333333;59045478.4;53152972.8;0;8623.4;8569.9;9023.3;8996.666666666666;8929.933333333332;0
chebfun__cheblogo;153.5943120319435;147.58713836671862;159.90213165283396;150.69160512287442;143.91269480382712;0;81310242.13333334;41642939.733333334;62683682.13333333;116047462.4;33592797.86666667;0;12150.866666666667;11664.033333333333;12084.3;12050.933333333332;11244.0;0
自由空间路径损耗__plot_PL_general;110.65659433999099;113.96104329416606;99.62940216065617;106.1531982421778;103.65856323234038;0;62114884.266666666;58033629.86666667;67120196.26666667;63198958.93333333;64680755.2;0;8996.6;8810.0;9043.166666666666;8803.233333333334;8736.633333333333;0
案例1 BP神经网络的数据分类-语音特征信号分类__BP;116.60100555425937;104.45290730781078;107.42045389812944;107.19777069092379;109.433219401096;0;60562227.2;55833804.8;58397627.733333334;67037047.46666667;57386188.8;0;9243.3;9089.9;9183.366666666667;8996.6;9436.833333333334;0
chapter_2_3_5__use_d_func;109.23927510579816;111.60202535002027;105.72164510089982;110.69427286784436;107.08875020352038;0;62586606.93333333;52984627.2;55858107.733333334;53679172.266666666;51265672.53333333;0;8989.9;9129.966666666667;9070.233333333334;9376.9;8963.3;0
data__GenerateData_model_64_25_Res_Bnorm_Adam;1036.846841939333;1079.6481806437214;1128.6954050700356;118.43350931808236;1063.1786585490006;0;274959837.8666667;293052962.1333333;284123272.53333336;58056157.86666667;292425181.8666667;0;79614.83333333333;79075.43333333333;78841.46666666666;9603.566666666668;78827.7;0
chapter9 基于遗传算法的多目标优化算法__my_first_multi_run;108.05038859042882;105.43903299970164;110.40842183427885;105.58577473960274;115.26659088129139;0;56146466.13333333;63012317.86666667;58103944.53333333;70122291.2;60076987.733333334;0;8856.666666666666;9110.0;9903.7;8636.6;8796.5;0
quadRotor3d__TESTRUNNER;109.5946233113277;109.1571075439783;106.71661478670624;106.6104039509412;105.99989166258213;0;58307925.333333336;66123366.4;77064738.13333334;57421277.86666667;49168384.0;0;9363.4;9243.266666666666;8803.166666666666;8576.533333333333;8803.166666666666;0
chapter11__main;106.6052246093653;111.71054484044046;113.82849375404184;114.25426991771867;109.32959035225795;0;61848780.8;66721928.53333333;67577173.33333333;72395980.8;67354350.93333334;0;8749.9;9536.766666666666;8929.966666666667;9263.533333333333;8723.1;0
第9章 反馈神经网络__bsb_test;106.98008066819942;106.77614084880527;131.0520629883026;103.63594207753388;108.06422526044771;0;75060701.86666666;57022327.46666667;109457817.6;65122577.06666667;65060181.333333336;0;8523.366666666667;9163.433333333332;10350.3;8763.266666666666;9083.4;0
control__runsim;293.3592239379728;309.78833363854403;299.77881062828044;189.58124440504858;325.37155914304896;0;86582613.33333333;67322811.73333333;42371618.13333333;46500932.266666666;52696541.86666667;0;24367.9;25721.433333333334;24561.166666666668;14558.1;24207.8;0
027_Data regression prediction based on extreme learning machine__NewData;0.0;0.0;0.0;0.0;117.65047912603865;0;0.0;0.0;0.0;0.0;44105454.93333333;0;0.0;0.0;0.0;0.0;9403.466666666667;0
第5章 CFO估计技术__CFO_estimation;106.77389221198003;113.79597880046349;113.3087987263881;106.32381235755165;107.32714945477977;0;61720302.93333333;64977578.666666664;61485602.13333333;65929625.6;64739328.0;0;9076.7;8903.3;8816.533333333333;9316.833333333334;8976.6;0
2018_MCMProblemC_DATA__NFLIS;108.38725789382976;121.04904683434482;110.97175089516288;127.48586476638836;109.32929992668797;0;60864102.4;72005905.06666666;62333747.2;68969813.33333333;58276932.266666666;0;8969.9;9316.933333333332;9283.3;9956.833333333334;8989.966666666667;0
3-Radarsat-1 的实际数据，CSA成像__Radarsat_1_CSA;111.62842814128186;106.19052429199607;116.63993174231727;105.59444529212003;107.01059417725385;0;59187609.6;68075793.06666666;67488699.73333333;56932352.0;53649681.06666667;0;8876.6;8829.933333333332;8749.933333333332;8569.9;9183.366666666667;0
M__Untitled;105.69526112873767;106.67918802894808;116.49252624507838;103.57543843584911;109.02698211669922;0;72163464.53333333;68301073.06666666;76487065.6;60319197.86666667;65665843.2;0;9063.3;8983.3;9243.3;8910.0;9310.066666666668;0
程序3_3__sbusy;108.12060750328625;108.67958475742294;109.00193023682223;105.91638692231112;110.11897481282163;0;54053000.53333333;63287022.93333333;74480708.26666667;70105361.06666666;62307669.333333336;0;9536.733333333334;9076.8;9323.466666666667;8903.366666666667;9303.366666666667;0
private__StreamMaker;107.67649993889499;107.0942057291686;114.65224304203487;107.12145182285846;105.16289774581091;0;66083635.2;67234747.73333333;60912571.733333334;71329245.86666666;62936814.93333333;0;8963.3;9069.933333333332;9109.933333333332;9343.333333333334;9043.333333333334;0
main__gen_class_info_sunrgbd;108.7036829630301;109.2879185993884;109.32526550290835;110.08361511228334;107.13264923097061;0;80999765.33333333;47075328.0;76395042.13333334;55392529.06666667;56724138.666666664;0;9023.333333333334;8976.5;9256.833333333334;9436.7;8829.933333333332;0
036_Data regression prediction based on least squares support vector machine__main;137.68498280851054;123.55720621744986;125.83856811529647;129.42632497148782;124.22979329426113;0;53998114.13333333;44341521.06666667;68255470.93333334;47730551.46666667;72004539.73333333;0;10003.6;10243.666666666666;10110.133333333333;10803.8;9883.4;0
M__zuijiajiaodu;111.15028483072528;114.65134684246344;103.59646504723544;108.77853139243477;104.96168060305062;0;57905425.06666667;73896618.66666667;73274026.66666667;56458717.86666667;60034252.8;0;8783.266666666666;9196.666666666666;8483.166666666666;8583.166666666666;8903.233333333334;0
fetch_data__fetch_model_ResNet50;185.3365000406571;288.8143885294732;157.22547760016946;155.58887583408506;158.3357482910137;0;127657984.0;119554321.06666666;129768925.86666666;117063133.86666666;126650641.06666666;0;21346.333333333332;37176.46666666667;16405.2;15811.666666666666;16011.9;0
chap4__chap4_22;106.86170196534755;105.98836975100761;114.0845265706031;106.71901702886485;106.0357406616599;0;64968430.93333333;70126660.26666667;64027989.333333336;70126523.73333333;73836680.53333333;0;9070.033333333333;8629.933333333332;9190.033333333333;8903.333333333334;9150.1;0
IMA解决非线性问题求解__main;107.86834004709381;107.57844441725175;124.36990814200448;118.35598704026391;105.75642751063569;0;69439761.06666666;65744076.8;57750186.666666664;70989550.93333334;56912281.6;0;8969.966666666667;8836.466666666667;10323.566666666668;9623.566666666668;8816.533333333333;0
quadRotor2d__MAIN_minForceTraj;112.66256306959549;110.4885752359832;110.77828165690298;112.84798634851856;116.91065317780206;0;58615534.93333333;56964437.333333336;58009053.86666667;66366668.8;53831953.06666667;0;9483.366666666667;9423.4;9243.233333333334;9250.0;9330.066666666668;0
第7章 径向基函数网络__pnn_test;112.55387013756942;106.2763356526421;108.69667104080436;104.6058364867582;104.53817647294684;0;73819613.86666666;74956663.46666667;71173597.86666666;63411677.86666667;81727488.0;0;8963.233333333334;8823.333333333334;8983.2;8936.666666666666;8703.1;0
案例3__Genetic;103.62519887284337;108.6287485759162;184.86300303138947;110.20325012187435;111.95267893484949;0;69550353.06666666;45818675.2;84216763.73333333;45704669.86666667;57450905.6;0;8929.866666666667;9096.7;9910.566666666668;9516.866666666667;9063.3;0
案例5 基于BP_Adaboost的强分类器设计-公司财务预警建模__Bp_Ada_Fore;115.99235076920984;108.42835032143437;116.93160196951358;115.03680063887538;106.96227213546517;0;55894698.666666664;70759082.66666667;62868138.666666664;59935129.6;55296000.0;0;10397.033333333333;9116.766666666666;9276.766666666666;8589.9;8950.033333333333;0
案例22 LVQ神经网络的预测——人脸朝向识别__chapter22_lvq;109.71128031395686;209.5358159382071;274.7709671020508;227.40543162029158;105.87819417315185;0;54622617.6;128411238.4;127302178.13333334;113213303.46666667;60949708.8;0;9003.3;17426.533333333333;18940.666666666668;19180.366666666665;8803.266666666666;0
UCI_DataSets__houseL;108.12060445149933;108.4389572143904;114.37622324623129;108.9286331176428;107.92843170160388;0;59122483.2;77861956.26666667;63779362.13333333;59758455.46666667;60936874.666666664;0;8989.9;9323.333333333334;8823.266666666666;9036.7;9636.933333333332;0
chapter24 基于蚁群算法的三维路径规划算法__main;106.16058247891876;108.69859720868408;108.7344019572658;105.51988627111228;106.36530253091284;0;80158037.33333333;66964138.666666664;51445760.0;62531857.06666667;65896174.93333333;0;9383.566666666668;9176.7;9676.866666666667;8696.666666666666;8763.2;0
quadRotor2d__MAIN_minJerkTraj;110.64812672933913;122.28078409826848;113.52240753176544;106.93729451495844;110.80334879554381;0;66211020.8;63768712.53333333;58491289.6;45513659.733333334;63266542.93333333;0;8896.5;8883.333333333334;9603.5;9243.466666666667;8669.966666666667;0
第9章 MIMO信道容量__Ergodic_Capacity_vs_SNR;104.82601114911377;105.28647460932456;119.98863983145371;114.45125783284699;107.95704701741148;0;58643933.86666667;66804258.13333333;50394453.333333336;65514018.13333333;65871735.46666667;0;8783.3;8929.966666666667;8989.966666666667;10297.0;8869.933333333332;0
UCI_DataSets__thyroidL;107.2290028891468;119.94236551925617;111.41756642661058;103.28775126130591;107.3207834879402;0;59234167.46666667;63383961.6;63116902.4;68601992.53333333;78148130.13333334;0;9190.066666666668;10103.466666666667;9516.766666666666;8543.033333333333;8789.9;0
afni__Test_TellAfni;147.3407063800764;136.9696512858267;125.90291239421155;124.77615407302898;129.48669637041556;0;54277461.333333336;53726685.86666667;68058043.73333333;57453090.13333333;63138065.06666667;0;9716.833333333334;9723.566666666668;9356.966666666667;9690.133333333333;10183.633333333333;0
real-data__navego_example_real_ekinox;536.5050704956443;123.01596171063139;467.9023778279273;537.045856730118;106.54600423175143;0;63698534.4;74964172.8;113631505.06666666;94716177.06666666;58182860.8;0;24961.366666666665;10210.333333333334;19372.833333333332;24527.666666666668;9189.966666666667;0
utilities__Merge_Bnorm_Demo;109.68036855061267;109.44387156176187;109.71897125246275;105.67750091559137;105.71525065103584;0;58333866.666666664;59711488.0;67415517.86666666;66293623.46666667;60834611.2;0;8990.0;9356.9;9270.0;8623.1;8796.6;0
案例2__Genetic;102.36526489254126;117.01931457519726;107.11489156086463;104.39660847982353;110.55656026201905;0;65475925.333333336;68112247.46666667;53565713.06666667;69259127.46666667;45406208.0;0;8936.766666666666;8849.966666666667;9083.433333333332;8569.766666666666;9663.533333333333;0
cartPole__TEST_openLoopDynamics;139.7027023315682;142.86662139885593;145.67288106286432;141.5482498169178;146.99565429687112;0;23379558.4;51634039.46666667;62635485.86666667;48393693.86666667;66938197.333333336;0;11670.6;11857.5;12277.633333333333;11837.533333333333;12584.3;0
gen_laplacian__gen_laplacian;4707.159553527753;4362.78545176186;160.79048563638545;4738.066920979772;182.6942296345621;0;263807112.53333333;-52813687.46666667;63639005.86666667;237343266.13333333;28493550.933333334;0;367294.1;327922.6;14504.9;368399.1;14458.2;0
EMPlannerV0.5__emplanner_init;155.62378234865804;174.38546447752935;163.8982259114176;166.64325154619485;150.00669352217423;0;60010086.4;48632763.733333334;71969587.2;63576064.0;58033356.8;0;12050.7;12691.033333333333;11437.4;12337.6;11584.033333333333;0
wrappers__path_to_convert;112.69291839596505;106.1454991659072;109.37983347567497;105.00933787038085;104.60640411387818;0;62803558.4;60590899.2;56236441.6;75766715.73333333;44952234.666666664;0;9356.8;8629.8;9003.3;9003.4;8743.4;0
Utilities__showGeoCBCTDiagram;154.10089823414066;146.1198918660637;147.53864339191543;138.8621098836496;159.3487757365064;0;47845649.06666667;87502574.93333334;74276317.86666666;62712354.13333333;52135936.0;0;12090.933333333332;11503.966666666667;11784.2;11464.066666666668;11837.5;0
034_Data classification prediction based on partial least squares algorithm__main;120.69386596686867;114.61779530838831;118.31021270745163;120.6283126830977;133.85766042076867;0;63743453.86666667;58454835.2;48271769.6;53179187.2;56057309.86666667;0;10196.933333333332;8850.0;10036.933333333332;9777.0;10643.733333333334;0
第9章 反馈神经网络__elman_stockTest;105.56282958984181;114.85765584314164;119.6721684773763;119.09826863615503;112.79401550299954;0;57812855.46666667;58010146.13333333;52897655.46666667;64576716.8;51744221.86666667;0;9023.366666666667;8750.1;10290.333333333334;9216.633333333333;9856.833333333334;0
第9章 MIMO信道容量__Ergodic_Capacity_CDF;105.07843424488868;165.9281041463449;105.98004862471329;106.5444773355887;106.21643117271985;0;57911569.06666667;58142446.93333333;63620300.8;57455820.8;56386082.13333333;0;8936.7;9090.866666666667;8863.2;8736.533333333333;8896.7;0
SUI信道模型__plot_SUI_channel;113.76893717447916;107.91880849194519;103.46850535080303;124.82175292971854;106.01073150632243;0;54862916.266666666;53813521.06666667;81724211.2;51889220.266666666;59778389.333333336;0;9296.7;8803.166666666666;8809.933333333332;10457.0;8769.833333333334;0
other__init_workspace;130.26599884041158;133.26817626956617;143.20967305502077;124.61963907881679;121.51274058023894;0;51947383.46666667;46851003.733333334;56652868.266666666;52477405.86666667;74246826.66666667;0;10503.766666666666;10630.233333333334;10637.2;10823.833333333334;9976.9;0
example2__example2;115.73497873939729;104.98218943279934;112.8547042846893;104.52880198166822;103.80389251710925;0;67198293.33333333;66475485.86666667;68096819.2;50575360.0;73433224.53333333;0;9003.3;8723.266666666666;8943.266666666666;8596.6;8576.566666666668;0
npmk__NPMKverChecker;122.34829661055701;109.01526947020709;118.01136474607823;109.4600997923951;115.46268412275046;0;47727138.13333333;57244467.2;78171613.86666666;54639684.266666666;53700744.53333333;0;9690.1;9143.3;10563.766666666666;9289.966666666667;9963.533333333333;0
cartPole__MAIN_minForce;119.37188212077211;110.39590199782397;109.66601562493597;114.37707977298415;117.55753936766608;0;53017668.266666666;51068928.0;72723387.73333333;67527338.66666667;60214067.2;0;9023.3;9270.1;9110.0;9450.0;9356.8;0
1-正侧视，点目标仿真__CSA_imaging;106.43316192617834;105.16664326990916;108.50335896813195;107.99694366452556;127.98883158365885;0;65689600.0;66658304.0;70666103.46666667;70175675.73333333;65430596.266666666;0;8836.566666666668;8863.233333333334;8916.633333333333;8843.3;9290.066666666668;0
quadRotor3d__MAIN_minThrottleTraj;110.42810821529517;111.56485188803248;111.73208821620015;112.36141611733474;171.5713470458965;0;51522764.8;59316224.0;48971912.53333333;62248277.333333336;49415782.4;0;9530.266666666666;9363.733333333334;9363.4;9543.5;10024.0;0
006_Time series forecasting based on support vector machine (libsvm)__main;129.04504343667068;116.23601531986496;119.75176137295202;123.64345499673703;118.7634984333883;0;60445900.8;62893533.86666667;63854865.06666667;63646378.666666664;70304836.26666667;0;10070.366666666667;9483.5;9816.8;10290.3;9810.166666666666;0
M__shuiping_yingli;101.9167785644764;111.10694478354611;120.05305989588572;105.40877939853429;107.19757537840827;0;64676795.733333334;85492667.73333333;50628608.0;60770850.13333333;59081796.266666666;0;8643.166666666666;9170.066666666668;9996.8;9256.7;9056.766666666666;0
UCI_DataSets__monks3D;112.843244425512;105.82839253748729;120.72974395758162;102.12840728768496;104.92642110181818;0;69630361.6;69847449.6;55628458.666666664;59392000.0;87570705.06666666;0;9150.2;8589.933333333332;9476.733333333334;8563.266666666666;8516.533333333333;0
fetch_data__fetch_caffe_mex_windows_vs2013_cuda75;178.2327194213673;175.0570622761598;160.86771138511054;171.65755157485256;161.3654164632763;0;217680281.6;212931106.13333333;242406604.8;216569036.8;209491012.26666668;0;16231.8;15565.033333333333;15958.466666666667;15878.366666666667;16005.166666666666;0
空时格码__STTC_simulation;104.14798126223225;111.7560658773679;104.38839365638366;114.68853607174825;107.63144938145415;0;55444821.333333336;61976576.0;72736358.4;57596723.2;53703748.266666666;0;8809.9;8723.2;8516.6;9230.1;9183.366666666667;0
PSO-basic__DrawRastrigin;146.29505615234376;104.46747131351536;144.431923929891;143.7758585612309;117.09272104900447;0;29922235.733333334;69538474.66666667;50074828.8;74340352.0;66814225.06666667;0;11170.666666666666;8810.033333333333;11204.033333333333;10970.633333333333;8843.266666666666;0
minJerk__MAIN;125.40392049157138;113.69192504871171;111.53878326423195;110.0626388550736;114.86899668376039;0;64246852.266666666;60976469.333333336;60359611.733333334;73771417.6;58014515.2;0;9176.566666666668;9556.733333333334;9063.233333333334;9616.966666666667;9956.8;0
模糊聚类__fuzzy_cluster_analysis;106.12904052739226;206.37154591880778;209.3528549194394;218.72864634179666;212.23704681398232;0;63297126.4;151204659.2;145718476.8;113565422.93333334;109585612.8;0;8529.8;17313.066666666666;17853.133333333335;17579.9;18133.1;0
PSO-basic__main;115.03361358645101;113.41731058767375;105.58614857989596;112.5179702758983;112.42704518635486;0;54735121.06666667;54372352.0;61285717.333333336;74224025.6;60196454.4;0;8756.633333333333;8603.266666666666;8976.6;8996.5;9376.766666666666;0
main__gen_class_info_cityscapes;114.25676829024839;106.92186787916192;109.91458587650753;108.41779937743559;106.45764719645764;0;51538466.13333333;82417664.0;68988791.46666667;71517252.26666667;69069073.06666666;0;9316.766666666666;9156.633333333333;9063.3;9083.333333333334;9030.0;0
M__renyijiaodu_fadianliang;105.28295542401416;109.32864735927821;114.04696757007041;110.82637278236216;106.54596761070619;0;46944665.6;81910852.26666667;62950468.266666666;51502967.46666667;56573405.86666667;0;8803.266666666666;8823.266666666666;8803.233333333334;8856.633333333333;8716.566666666668;0
quadRotor2d__MAIN_simulate;144.8438054402126;135.82835083009948;136.9860163371001;139.72804463700933;153.30781351731082;0;62683545.6;50184738.13333333;67423846.4;49253580.8;48700347.733333334;0;12404.266666666666;11644.0;11384.166666666666;11630.766666666666;12657.7;0
IMA解决TSP问题__main;107.35829874670598;107.71328074134654;106.66825866706591;108.16831258129096;112.47158050536139;0;87089971.2;59293969.06666667;58287581.86666667;65956113.06666667;54227490.13333333;0;8936.6;8970.0;8843.2;9190.133333333333;9930.266666666666;0
FWGN信道模型__plot_FWGN;114.20597381599364;103.98451843263271;105.14638010653434;107.17614746095884;107.27751973461515;0;72424379.73333333;62168678.4;71471923.2;51840750.93333333;73561156.26666667;0;9010.0;9296.8;8583.3;9083.366666666667;9003.366666666667;0
fiveLinkBiped__MAIN;113.46797078454789;108.67768605549354;121.81775156656319;110.32192535400779;116.40864308679011;0;67778150.4;56412979.2;61560285.86666667;53828949.333333336;52161604.266666666;0;9230.0;9196.733333333334;9016.766666666666;8983.366666666667;9290.066666666668;0
