"script_name";"metric";"model";"delta";"outlier_type";"original_script";"optimized_gpt3-Themes";"optimized_gpt3-Theme-Human";"optimized_gpt4-Themes";"optimized_gpt4-Theme-Human";"optimized_llama-Themes";"optimized_llama-Theme-Human";"optimized_mixtral-Themes";"optimized_mixtral-Theme-Human"
"案例11 连续Hopfield神经网络的优化-旅行商问题优化计算__main";"energy";"optimized_gpt3";"-108.0140075684137";"lower_bound";"sampling/repos_projects_filtered_top100stars/Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例11 连续Hopfield神经网络的优化-旅行商问题优化计算/main.m";"Removed unnecessary HTML comments and web browser links that do not contribute to the functionality of the code., Improved variable naming for better readability and understanding., Streamlined the code structure and removed redundant comments to focus on the core functionality., Enhanced code formatting and indentation for better code presentation., Ensured consistency in variable usage and improved code efficiency for potential energy optimization.";"Improved Comments, Improved Code Readability & Maintainability, nan, Improved Code Readability & Maintainability, nan";"Vectorization, Preallocation and Memory Management, Functionality Separation, Code Simplification, Efficient Matrix Operations";"Vectorization, Improved Memory Management, nan, Improved Code Readability & Maintainability, Improved Matrix Operations";"Removed unnecessary HTML code and comments, Simplified variable names, Removed redundant function declarations, Improved code organization, Removed unnecessary semicolons, Improved code readability, Removed unnecessary variables, Improved function structure, Removed unnecessary global variables, Improved code efficiency";"Improved Comments, Improved Code Readability & Maintainability, Removed Unnecessary Code, Improved Code Readability & Maintainability, Removed Unnecessary Code, Improved Code Readability & Maintainability, Removed Unnecessary Code, Improved Code Readability & Maintainability, nan, Improved Code Efficiency";"Replaced `dist(citys,citys')` with `pdist(citys,'euclidean')` to compute the pairwise Euclidean distances between cities more efficiently., Used `squareform` to convert the output of `pdist` into a symmetric distance matrix., Removed unnecessary comments and white spaces to improve code readability and reduce file size., Maintained the original code structure and variable names for consistency.";"nan, nan, Improved Code Readability & Maintainability, nan"
"traj_planning__runsim";"energy";"optimized_gpt3";"159.04965464277194";"upper_bound";"sampling/repos_projects_filtered_top100stars/quadrotor/traj_planning/runsim.m";"Code Structure, Avoid Redundant Code, Efficient Path Planning, Reduced Memory Usage, Improved Readability, Enhanced Scalability";"Improved Code Readability & Maintainability, Removed Unnecessary Code, nan, Improved Memory Management, Improved Code Readability & Maintainability, No Manual Inspection";"Consolidation of Repeated Code, Parameterization, Efficient Use of Variables, Enhanced Readability, Energy Efficiency";"Removed Unnecessary Code, nan, No Manual Inspection, Improved Code Readability & Maintainability, Improved Code Efficiency";"Instead of `clear all`, which clears all variables, figures, and MEX files, I used `clear variables` to only clear variables. This is more energy-efficient as it avoids unnecessary clearing of figures and MEX files., I replaced `length` with `numel` to get the number of elements in the cell array `start`. `numel` is faster and more efficient than `length` for cell arrays., I preallocated the cell array `paths` using `cell(1, nquad)` before the loop. This is more energy-efficient as it avoids dynamic memory allocation and reallocation during the loop., I removed the redundant `path` variable and used `paths` directly in the loop and plot function calls. This reduces memory allocation and copying., I kept the rest of the code unchanged as it appears to be specific to the application and does not have any obvious optimization opportunities.";"Removed Unnecessary Code, Improved Code Efficiency, Improved Memory Management, Improved Memory Management, No Optimization";"Preallocate memory for paths, Use a single variable for paths, Remove unnecessary comments, Use consistent variable names";"Improved Memory Management, nan, Improved Comments, Improved Code Readability & Maintainability"
"GreySystem灰色系统__strength_analysis";"energy";"optimized_gpt3";"-101.9851928711578";"lower_bound";"sampling/repos_projects_filtered_top100stars/Algorithms_MathModels/GreySystem灰色系统/strength_analysis.m";"Removed unnecessary comments that are in Chinese for clarity and readability., Used vectorized operations where possible to avoid unnecessary loops, which can improve performance and energy efficiency., Replaced the nested loop with a single vectorized operation for calculating 't', resulting in a more efficient computation., Replaced the sum calculation with a simpler syntax that directly sums along the specified dimension., Removed the final comment and added a display statement to show the result at the end for better output clarity.";"Improved Code Readability & Maintainability, Vectorization, Vectorization, nan, nan";"Vectorized Data Standardization, Preallocation of Variables, Vectorized Matrix Operations, Efficient Mean Calculation";"Vectorization, Improved Memory Management, Vectorization, Improved Code Efficiency";"Vectorization, Pre-allocation, Matrix operations, Avoiding unnecessary operations, Using built-in functions, Reducing memory allocation";"Vectorization, Improved Memory Management, Improved Matrix Operations, Removed Unnecessary Code, Improved Code Efficiency, Improved Memory Management";"Replaced the for-loops with vectorized operations using bsxfun to improve performance and reduce energy consumption. This eliminates the need for explicit looping, which can be slow in Matlab., Removed the intermediate variable `t(j,, Calculated the minimum and maximum values of `abs(t)` using the `min` and `max` functions with the `[]` argument to operate along the second dimension, eliminating the need for nested loops., Calculated `ksi` using bsxfun to perform element-wise division, which is more efficient than using a for-loop., Calculated `rt` using the sum function with the second argument set to 2, which sums along the second dimension, and then divided by the size of `ksi` along the second dimension to obtain the mean., Reshaped `rt` into a matrix `r` with `m1` rows and an appropriate number of columns, which is more memory-efficient than using a for-loop to fill in the matrix row by row.";"Improved Indexing & Loops, nan, Improved Indexing & Loops, nan, nan, nan"
"fetch_data__fetch_faster_rcnn_final_model";"energy";"optimized_gpt3";"-30.079216003316958";"lower_bound";"sampling/repos_projects_filtered_top100stars/faster_rcnn/fetch_data/fetch_faster_rcnn_final_model.m";"Replaced `urlwrite` with `websave` for better performance and energy efficiency., Used more descriptive variable names for better code readability., Removed unnecessary `cd` commands by storing the current directory at the beginning and changing back to it at the end., Added meaningful comments to explain the purpose of each section of the code for better understanding., Deleted the downloaded zip file to save storage space after extracting its contents.";"nan, Improved Code Readability & Maintainability, nan, No Manual Inspection, nan";"Replacing `urlwrite` with `websave`, General Code Structure";"Removed Unnecessary Code, Improved Code Readability & Maintainability";"Avoid unnecessary variable assignments, Handle and rethrow exceptions, Code organization and readability";"nan, nan, Improved Code Readability & Maintainability";"Vectorization, Preallocation, Efficient use of functions, Avoid unnecessary computations, Use appropriate data types";"Vectorization, Improved Memory Management, nan, No Manual Inspection, Improved Code Efficiency"
"TSP(SA)__main";"energy";"optimized_gpt3";"-109.13154958089386";"lower_bound";"sampling/repos_projects_filtered_top100stars/Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/模拟退火算法/TSP(SA)/main.m";"Removed Unused Code, Optimized Random Number Generation, Code Refactoring, Reduced Plotting Frequency, Streamlined Loop Condition, Removed Incorrect Function Call";"Removed Unnecessary Code, Improved Code Efficiency, Improved Code Readability & Maintainability, nan, nan, nan";"Random Number Generator Initialization, Temperature Reduction Loop, Iteration Counting, Condition Simplification";"Improved Code Efficiency, nan, nan, Improved Code Readability & Maintainability";"Removed unnecessary global variable, Improved loop condition, Removed unnecessary parentheses, Improved code organization, Removed unnecessary comments";"Removed Unnecessary Code, Improved Indexing & Loops, Removed Unnecessary Code, Improved Code Readability & Maintainability, Improved Comments";"Removed unnecessary comments and white spaces to reduce the code size and improve readability., Changed the while loop condition from `1.0 < temperature` to `temperature > 1.0` to follow the standard comparison convention., Removed unnecessary semicolons at the end of the lines to improve readability.";"Improved Code Readability & Maintainability, nan, Improved Code Readability & Maintainability"
"fetch_data__fetch_model_ResNet101";"energy";"optimized_gpt3";"351.5985265096165";"upper_bound";"sampling/repos_projects_filtered_top100stars/R-FCN/fetch_data/fetch_model_ResNet101.m";"Reduced unnecessary file operations, Optimized download process, Improved error handling, Enhanced code readability";"No Manual Inspection, Improved Code Efficiency, Improved Error Handling, Improved Code Readability & Maintainability";"Use `websave` instead of `urlwrite`, Enhanced Error Handling";"Improved Code Efficiency, Improved Error Handling";"Reduced repeated string literals, Improved code organization, No functional changes, Energy efficiency, Readability and maintainability";"nan, Improved Code Readability & Maintainability, nan, Improved Code Efficiency, Improved Code Readability & Maintainability";"I have removed the unnecessary use of '..' in the unzip function. The '.' in unzip function will unzip the file in the current directory, which is the same as the directory where the script is located. This will save the energy that would have been used to move up one directory level., I have kept the deletion of the zip file after it has been unzipped. This is to save storage space and thus energy. However, if the zip file is needed for further use, it should not be deleted., I have kept the change of directories to the script's directory and back to the original directory. This is because the script needs to be in the same directory as the zip file to unzip it, and it should return to the original directory after the task is done. This is more energy efficient than copying the zip file to the original directory and then deleting it., I have kept the try-catch block to handle any errors that may occur during the download or unzip process. This is to prevent the script from stopping and wasting energy if an error occurs.";"Improved Code Efficiency, Improved Memory Management, Improved Code Efficiency, Improved Memory Management"
"main__gen_class_info_pascalcontext";"energy";"optimized_gpt3";"34.44783630361779";"upper_bound";"sampling/repos_projects_filtered_top100stars/refinenet/main/gen_class_info_pascalcontext.m";"Removed the unnecessary initialization of an empty array for `class_info` since it was being overwritten later., Avoided unnecessary reassignment of `class_names` variable, directly assigned `class_names.class_names` to `class_info.class_names`., Calculated the length of `class_names.class_names` directly in the `uint8` array declaration to avoid an additional function call., Minimized the number of operations by directly assigning `uint8` values instead of creating temporary variables., No further optimization is possible without knowing the implementation of `process_class_info` function.";"nan, Removed Unnecessary Code, Removed Unnecessary Code, Removed Unnecessary Code, No Optimization";"Preallocation and Initialization, Selective Loading, Variable Reuse";"Improved Memory Management, Improved Code Efficiency, Improved Code Efficiency";"Pre-allocation of struct, Load only required variables, Use `numel` instead of `length`, Removed unnecessary assignments";"Improved Memory Management, No Manual Inspection, Improved Code Efficiency, Removed Unnecessary Code";"I replaced the initialization of `class_info` with `struct()` instead of `[]` to ensure that `class_info` is initialized as a structure array rather than a numeric array. This improves code clarity and maintainability., I removed the temporary variable `class_label_values` and directly assigned the result of the expression `uint8(0, I removed the temporary variable `background_label_value` and directly assigned the result of the expression `uint8(0)` to the `background_label_value` field of `class_info`. This reduces memory usage and improves code readability., I removed the temporary variable `void_label_values` and directly assigned the result of the expression `uint8(255)` to the `void_label_values` field of `class_info`. This reduces memory usage and improves code readability., I removed the temporary variable `mask_cmap` and directly assigned the result of the function call `VOClabelcolormap(256)` to the `mask_cmap` field of `class_info`. This reduces memory usage and improves code readability.";"Improved Code Readability & Maintainability, nan, Improved Code Readability & Maintainability, Improved Code Readability & Maintainability, Improved Code Readability & Maintainability"
"Inpaint_nans__inpaint_nans_demo";"energy";"optimized_gpt3";"44.5321283975713";"upper_bound";"sampling/repos_projects_filtered_top100stars/TIGRE/MATLAB/Third_party_tools/Inpaint_nans/inpaint_nans_demo.m";"Vectorization, Avoiding Redundant Operations, Optimized Plotting, Efficient Function Usage, Memory Management";"Vectorization, Removed Unnecessary Code, Improved Plots, nan, Improved Memory Management";"Vectorization and Memory Efficiency, Code Readability and Maintainability, Figure Titles";"Vectorization, Improved Code Readability & Maintainability, nan";"Reduced number of figure windows, Improved code organization, Removed redundant close all command, Improved variable naming, Removed redundant title commands";"Improved Plots, Improved Code Readability & Maintainability, Removed Unnecessary Code, Improved Code Readability & Maintainability, Removed Unnecessary Code";"Combining figures into one, Closing all open figures, Using subplots, Avoiding unnecessary computations, Using vectorized operations";"Improved Plots, Improved Plots, Improved Plots, No Manual Inspection, Vectorization"
"chap15__chap15_3";"energy";"optimized_gpt3";"-55.13648732513346";"lower_bound";"sampling/repos_projects_filtered_top100stars/Algorithms_MathModels/《MATLAB图像处理》源文件/本书源文件/chap15/chap15_3.m";"Removed unnecessary comments, Combined variable assignments, Improved code formatting, Removed redundant commands, Enhanced code structure";"Improved Comments, No Manual Inspection, Improved Code Readability & Maintainability, nan, Improved Code Readability & Maintainability";"Memory Management, Code Clarity, Figure Settings, Vectorization";"Improved Memory Management, Improved Code Readability & Maintainability, nan, Vectorization";"Replaced `clear all` with `clearvars`. `clear all` not only clears variables but also removes all compiled MATLAB functions, which can be time-consuming. `clearvars` only clears variables, which is sufficient in this case., Removed the unnecessary `set(0, ...)` statements. Instead, the figure properties are set directly when creating the figure using `figure('Position', [100, 100, 1200, 450], 'Color', [1 1 1])`., Simplified the subplot creation by using `subplot(1, 2, 1)` and `subplot(1, 2, 2)` instead of `subplot(121)` and `subplot(122)`. This is more readable and easier to maintain., No other optimizations were possible in this code as it is already quite simple and efficient. The RLfilter function is not defined in this code, so it cannot be optimized without knowing its implementation.";"nan, Improved Plots, Improved Plots, No Optimization";"Preallocate memory for arrays, Calculate RLfilter only once, Remove unnecessary variables, Use subplot indices instead of subplot positions";"Improved Memory Management, nan, Removed Unnecessary Code, Improved Plots"
"EMplanner_v0.3__emplanner_init";"energy";"optimized_gpt3";"58.236113993291895";"upper_bound";"sampling/repos_projects_filtered_top100stars/automatic-driving-decision-and-planning-for-matlab/EMplanner_v0.3/emplanner_init.m";"Replaced manual entry of wheel angles with a vectorized approach for better readability and maintainability., Improved the initialization of the `rack_displacement` array for better code organization., Streamlined the variable assignments and comments for clarity., Used vectorization in the loop for `vx_break_point` initialization for efficiency., Enhanced readability by aligning the matrices and vectors in the calculations., Overall code structure and formatting improvements for better understanding and maintenance.";"Improved Code Readability & Maintainability, nan, Improved Comments, Improved Code Efficiency, Improved Code Readability & Maintainability, Improved Code Readability & Maintainability";"Vectorization, Preallocation, Matrix Operations, Loop Optimization";"Vectorization, Improved Memory Management, Improved Matrix Operations, Improved Indexing & Loops";"Vectorization, Pre-allocation of matrices, Reducing the number of loops, Improved code readability, Reduced memory allocation";"Vectorization, Improved Memory Management, Improved Indexing & Loops, Improved Code Readability & Maintainability, Improved Memory Management";"Simplified the initialization of the `right_wheel_ground` and `rack_displacement` arrays using the colon operator (`, Removed unnecessary semicolons (`;`) at the end of lines where it's not needed, as they suppress the output and can cause confusion when debugging., Changed the initialization of `vx_break_point` to use the colon operator (`, Changed the loop initialization to use the length of `vx_break_point` instead of a hardcoded value (e.g., 5000). This makes the code more flexible and easier to maintain., Removed unnecessary comments and cleaned up the code formatting to improve readability., Added spaces around operators and after commas to improve code readability.";"nan, nan, nan, nan, Improved Code Readability & Maintainability, Improved Code Readability & Maintainability"
"案例10 离散Hopfield神经网络的分类——高校科研能力评价__chapter10";"energy";"optimized_gpt3";"-106.08344523113335";"lower_bound";"sampling/repos_projects_filtered_top100stars/Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例10 离散Hopfield神经网络的分类——高校科研能力评价/chapter10.m";"Removed unnecessary comments and HTML code that does not contribute to the functionality of the code, reducing the code size and improving readability., Replaced nested loops with more efficient matrix operations like `imagesc` for plotting, which is faster and more energy-efficient., Simplified variable naming and removed redundant code segments to streamline the execution flow., By optimizing the code structure and using more efficient functions, the energy consumption of the code during execution is reduced.";"Improved Code Readability & Maintainability, nan, nan, nan";"Clear Specific Variables, Combine Clear and Clc, Remove Redundant Semicolons, Optimize Data Loading, Simplify Data Preparation, Vectorize Plotting";"Removed Unnecessary Code, Improved Code Efficiency, Removed Unnecessary Code, Improved Code Efficiency, nan, nan";"Removed unnecessary HTML code, Removed unnecessary comments, Improved code organization, Removed unnecessary web browser commands, Improved variable naming, Removed unnecessary semicolons";"Removed Unnecessary Code, Improved Comments, Improved Code Readability & Maintainability, Removed Unnecessary Code, Improved Code Readability & Maintainability, Removed Unnecessary Code";"Removed unnecessary semicolons at the end of lines to improve readability., Combined the separate elements of the matrix A into a single row using a comma separator, which is more efficient and easier to read., Removed unnecessary parentheses around the indexing of the output matrix Y in the results display section, which simplifies the code and improves readability., Replaced the cell array A with a regular matrix, which is more memory-efficient and easier to work with., Removed unnecessary curly braces around the input to the sim function, which simplifies the code and improves readability., Combined the separate rows of the noisy matrix into a single line using a semicolon separator, which is more memory-efficient and easier to read., Removed unnecessary parentheses around the indexing of the output matrix y in the final simulation section, which simplifies the code and improves readability.";"Improved Code Readability & Maintainability, nan, Improved Code Readability & Maintainability, nan, Improved Code Readability & Maintainability, nan, Improved Code Readability & Maintainability"
"ex6__getVocabList";"energy";"optimized_gpt3";"-106.3664087930675";"lower_bound";"sampling/repos_projects_filtered_top100stars/Coursera-Machine-Learning-Stanford/Week 7/Programming Assignment/machine-learning-ex6/ex6/getVocabList.m";"Replaced the loop that reads the words from the file with a more efficient while loop that reads the file line by line until the end. This eliminates the need for explicitly reading word indices and simplifies the code., By using `fgetl(fid)` instead of `fscanf(fid, '%s', 1)`, we directly read each line as a string, avoiding unnecessary parsing for integers. This reduces the complexity of the code and makes it more energy-efficient., By removing the unnecessary word index reading, the code becomes more concise and easier to understand without affecting its functionality.";"nan, nan, nan";"Preallocation, Reading File Content, Simplified Loop, File Closing";"Improved Memory Management, nan, Improved Indexing & Loops, nan";"Reduced Number of File I/O Operations, Vectorized Operation, Memory Efficiency, Simplified Code";"No Manual Inspection, Vectorization, Improved Memory Management, Improved Code Readability & Maintainability";"Preallocation, File reading optimization, Extracting words, Removing unnecessary comments";"Improved Memory Management, nan, nan, nan"
"案例16 单层竞争神经网络的数据分类—患者癌症发病预测__chapter16";"energy";"optimized_gpt3";"-123.59865417480665";"lower_bound";"sampling/repos_projects_filtered_top100stars/Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例16 单层竞争神经网络的数据分类—患者癌症发病预测/chapter16.m";"Code Refactoring, Data Transposition, Normalization Efficiency, Enhanced Network Training, Improved Prediction, Removed Unused Code";"Improved Code Readability & Maintainability, nan, nan, nan, nan, Removed Unnecessary Code";"Semicolon Usage, Clearer Variable Initialization, Direct Transposition, Consistent Formatting, Efficient Web Call, Commenting and Documentation";"Improved Code Readability & Maintainability, No Manual Inspection, Others, Improved Code Readability & Maintainability, nan, Improved Comments";"Removed unnecessary HTML code, Removed unnecessary comments, Used `clearvars` instead of `clear`, Removed unnecessary semicolons, Reformatted the code, Removed unnecessary variables, Simplified the code";"Removed Unnecessary Code, Improved Comments, Removed Unnecessary Code, Removed Unnecessary Code, Improved Code Readability & Maintainability, Removed Unnecessary Code, Improved Code Readability & Maintainability";"Removed unnecessary comments and HTML code for better readability and reduced file size., Removed unnecessary semicolons at the end of lines to improve code clarity, as they suppress output and are not needed in this case., Removed redundant comments explaining the function of built-in Matlab functions, as they are self-explanatory and do not add value to the code., Removed the web browser command at the end of the code, as it is not necessary for the code execution and does not contribute to the energy optimization., Maintained the original variable names and code structure to keep the code familiar and easy to understand for the original author and other users., The optimized code is more energy-efficient as it has reduced unnecessary operations, such as displaying HTML code and comments, and has improved code readability and maintainability.";"Improved Code Readability & Maintainability, nan, Improved Comments, nan, nan, Improved Code Readability & Maintainability"
