scriptName,time,crash,errorMessage
"automatic-driving-decision-and-planning-for-matlab/EMplanner_v0.2/debug.m",0.015588,1,Unable to resolve the name 'debug_control.xr_desire.data'.
"automatic-driving-decision-and-planning-for-matlab/EMplanner_v0.2/emplanner_init.m",3.658056,0,
"automatic-driving-decision-and-planning-for-matlab/EMplanner_v0.2/init.m",0.031059,1,Unable to find file or directory 'calibration_table'.
"automatic-driving-decision-and-planning-for-matlab/EMplanner_v0.2/testctrl.m",0.0157523,1,Unable to resolve the name 'control_debug.LQR_debug.host_x.data'.
"automatic-driving-decision-and-planning-for-matlab/EMplanner_v0.3/debug.m",0.0136523,1,Unable to resolve the name 'debug_control.xr_desire.data'.
"automatic-driving-decision-and-planning-for-matlab/EMplanner_v0.3/emplanner_init.m",3.6765981,0,
"automatic-driving-decision-and-planning-for-matlab/EMplanner_v0.3/init.m",0.023625,1,Unable to find file or directory 'calibration_table'.
"automatic-driving-decision-and-planning-for-matlab/EMplanner_v0.3/testctrl.m",0.0146828,1,Unable to resolve the name 'control_debug.LQR_debug.host_x.data'.
"bnt/BNT/test_BNT.m",0.0624266,1,Unrecognized function or variable 'cg1'.
"bnt/BNT/examples/dynamic/arhmm1.m",0.0475922,1,Undefined function 'mk_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/bat1.m",0.0510088,1,Undefined function 'mk_adj_mat' for input arguments of type 'cell'.
"bnt/BNT/examples/dynamic/bkff1.m",0.0612046,1,Undefined function 'mk_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/chmm1.m",0.0652197,1,Undefined function 'mk_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/dhmm1.m",0.0656067,1,Undefined function 'mk_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/ehmm1.m",0.0511751,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/filter_test1.m",0.0427731,1,Undefined function 'mk_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/ghmm1.m",0.0512447,1,Undefined function 'mk_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/ho1.m",0.0488891,1,Undefined function 'mk_higher_order_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/jtree_clq_test.m",0.0564248,1,Undefined function 'mk_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/jtree_clq_test2.m",0.0647016,1,Undefined function 'mk_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/kalman1.m",0.0574121,1,Undefined function 'mk_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/kjaerulff1.m",0.0525588,1,Undefined function 'mk_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/loopy_dbn1.m",0.0506446,1,Undefined function 'mk_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/mhmm1.m",0.0426359,1,Undefined function 'mk_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/mildew1.m",0.0500508,1,Undefined function 'mk_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/mk_bat_dbn.m",0.0512368,1,Undefined function 'mk_adj_mat' for input arguments of type 'cell'.
"bnt/BNT/examples/dynamic/mk_mildew_dbn.m",0.0517642,1,Undefined function 'mk_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/mk_orig_bat_dbn.m",0.0564669,1,Undefined function 'mk_adj_mat' for input arguments of type 'cell'.
"bnt/BNT/examples/dynamic/mk_uffe_dbn.m",0.0355344,1,Undefined function 'mk_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/orig_water1.m",0.0538936,1,Undefined function 'mk_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/reveal1.m",0.0397195,1,Undefined function 'mk_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/scg_dbn.m",0.0457556,1,Undefined function 'mk_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/skf_data_assoc_gmux.m",0.0524811,1,Unrecognized function or variable 'n'.
"bnt/BNT/examples/dynamic/viterbi1.m",0.0518485,1,Undefined function 'mk_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/water1.m",0.0422437,1,Undefined function 'mk_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/water2.m",0.0333307,1,Undefined function 'mk_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/HHMM/abcd_hhmm.m",0.0757738,1,Undefined function 'mk_dbn' for input arguments of type 'cell'.
"bnt/BNT/examples/dynamic/HHMM/hhmm_jtree_clqs.m",0.0412888,1,Undefined function 'mk_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/HHMM/Map/learn_map.m",0.0409311,1,Undefined function 'mk_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/HHMM/Map/sample_from_map.m",0.0357798,1,Undefined function 'mk_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/HHMM/Mgram/mgram1.m",0.0349121,1,Undefined function 'normalise' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/HHMM/Mgram/mgram2.m",0.043773,1,Undefined function 'normalise' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/HHMM/Mgram/mgram3.m",0.0568364,1,Undefined function 'normalise' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/HHMM/Mgram/Old/mgram2.m",0.0445091,1,Undefined function 'normalise' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/HHMM/Motif/learn_motif_hhmm.m",0.0620776,1,Undefined function 'mk_leftright_transmat' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/HHMM/Motif/sample_motif_hhmm.m",0.0346343,1,Undefined function 'mk_leftright_transmat' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/HHMM/Old/mk_abcd_hhmm.m",0.0631081,1,Undefined function 'mk_hhmm_topo' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/HHMM/Old/mk_arrow_alpha_hhmm3.m",0.0447204,1,Unrecognized function or variable 'Q1args'.
"bnt/BNT/examples/dynamic/HHMM/Old/motif_hhmm.m",0.0449541,1,Undefined function 'mk_leftright_transmat' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/HHMM/Square/get_square_data.m",0.0559075,1,Unrecognized function or variable 'getmouse'.
"bnt/BNT/examples/dynamic/HHMM/Square/hhmm_inference.m",0.0534965,1,Undefined function 'mk_stochastic' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/HHMM/Square/learn_square_hhmm_cts.m",0.0536832,1,Undefined function 'mk_hhmm' for input arguments of type 'cell'.
"bnt/BNT/examples/dynamic/HHMM/Square/learn_square_hhmm_discrete.m",0.0491567,1,Undefined function 'mk_stochastic' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/HHMM/Square/sample_square_hhmm_cts.m",0.0448903,1,Undefined function 'mk_hhmm' for input arguments of type 'cell'.
"bnt/BNT/examples/dynamic/HHMM/Square/sample_square_hhmm_discrete.m",0.0463629,1,Undefined function 'mk_stochastic' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/HHMM/Square/test_square_fig.m",0.3672975,0,
"bnt/BNT/examples/dynamic/HHMM/Square/Old/learn_square_hhmm.m",0.0549777,1,Undefined function 'mk_hhmm' for input arguments of type 'cell'.
"bnt/BNT/examples/dynamic/HHMM/Square/Old/sample_square_hhmm.m",0.0507111,1,Undefined function 'mk_hhmm' for input arguments of type 'cell'.
"bnt/BNT/examples/dynamic/Old/chmm1.m",0.0368698,1,Undefined function 'mk_chmm' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/Old/kalman1.m",0.0445949,1,Undefined function 'mk_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/Old/old.water1.m",0.0133551,1,RUN cannot execute the file 'C:\work\EnergyMeasuring4SciModels\sampling\repos_projects_filtered_top100stars\bnt\BNT\examples\dynamic\Old\old.water1.m'. RUN requires a valid MATLAB script
"bnt/BNT/examples/dynamic/Old/online1.m",0.0397334,1,Undefined function 'mk_chmm' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/Old/online2.m",0.0395378,1,Undefined function 'mk_chmm' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/Old/scg_dbn.m",0.0341472,1,Undefined function 'mk_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/SLAM/slam_kf.m",0.0475783,1,Undefined function 'wrap' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/SLAM/slam_offline_loopy.m",0.0422037,1,Undefined function 'wrap' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/SLAM/slam_partial_kf.m",0.0458797,1,Undefined function 'wrap' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/SLAM/slam_stationary_loopy.m",0.0432801,1,Undefined function 'mk_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/SLAM/Old/offline_loopy_slam.m",0.0544782,1,Undefined function 'dist2' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/SLAM/Old/paskin1.m",0.0489542,1,Undefined function 'dist2' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/SLAM/Old/skf_data_assoc_gmux2.m",0.0511792,1,Undefined function 'mk_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/dynamic/SLAM/Old/slam_kf.m",0.2136341,1,Undefined function 'wrap' for input arguments of type 'double'.
"bnt/BNT/examples/limids/amnio.m",0.0472394,1,Undefined function 'mk_limid' for input arguments of type 'double'.
"bnt/BNT/examples/limids/asia_dt1.m",0.035846,1,Undefined function 'mysetdiff' for input arguments of type 'double'.
"bnt/BNT/examples/limids/id1.m",0.0319337,1,Undefined function 'mk_limid' for input arguments of type 'double'.
"bnt/BNT/examples/limids/oil1.m",0.0360812,1,Undefined function 'mk_limid' for input arguments of type 'double'.
"bnt/BNT/examples/limids/pigs1.m",0.0474556,1,Undefined function 'mk_limid' for input arguments of type 'double'.
"bnt/BNT/examples/static/brainy.m",0.0484728,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/burglary.m",0.0543265,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/cg1.m",0.0400786,1,Unrecognized function or variable 'mk_incinerator_bnet'.
"bnt/BNT/examples/static/cg2.m",0.0286396,1,Undefined function 'mk_incinerator_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/discrete1.m",0.0381239,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/discrete2.m",0.0375763,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/discrete3.m",0.0446428,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/fa1.m",0.0350894,1,Undefined function 'ffa' for input arguments of type 'double'.
"bnt/BNT/examples/static/gaussian1.m",0.0378809,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/gaussian2.m",0.0343571,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/gibbs_test1.m",0.0372387,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/learn1.m",0.0353154,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/lw1.m",0.0303259,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/mfa1.m",0.101998,1,Undefined function 'mfa' for input arguments of type 'double'.
"bnt/BNT/examples/static/mixVonMises.m",0.0462144,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/mixexp1.m",0.0333082,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/mixexp2.m",0.0344567,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/mixexp3.m",0.0296119,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/mog1.m",0.039673,1,Undefined function 'gsamp' for input arguments of type 'double'.
"bnt/BNT/examples/static/mpe1.m",0.0336899,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/mpe2.m",0.0339268,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/nodeorderExample.m",0.0394876,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/qmr1.m",0.0474712,1,Undefined function 'myunion' for input arguments of type 'double'.
"bnt/BNT/examples/static/qmr2.m",0.0517252,1,Undefined function 'myunion' for input arguments of type 'double'.
"bnt/BNT/examples/static/sample1.m",0.0447594,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/softev1.m",0.0488559,1,Undefined function 'mk_hmm_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/softmax1.m",0.0399107,1,Undefined function 'glm' for input arguments of type 'double'.
"bnt/BNT/examples/static/sprinkler1.m",0.0378369,1,Undefined function 'mk_bnet' for input arguments of type 'cell'.
"bnt/BNT/examples/static/Belprop/belprop_loop1_discrete.m",0.0369518,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/Belprop/belprop_loop1_gauss.m",0.0431527,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/Belprop/belprop_loopy_cg.m",0.0440719,1,Undefined function 'mysetdiff' for input arguments of type 'double'.
"bnt/BNT/examples/static/Belprop/belprop_loopy_discrete.m",0.0304315,1,Undefined function 'mk_asia_bnet' for input arguments of type 'char'.
"bnt/BNT/examples/static/Belprop/belprop_loopy_gauss.m",0.0337621,1,Undefined function 'mk_asia_bnet' for input arguments of type 'char'.
"bnt/BNT/examples/static/Belprop/belprop_polytree_cg.m",0.0361974,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/Belprop/belprop_polytree_discrete.m",0.036397,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/Belprop/belprop_polytree_gauss.m",0.0422137,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/Belprop/bp1.m",0.0383448,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/Belprop/gmux1.m",0.0413896,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/Brutti/Belief_IOhmm.m",0.0480348,1,Undefined function 'mk_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/static/Brutti/Belief_hmdt.m",0.0455397,1,Undefined function 'mk_dbn' for input arguments of type 'double'.
"bnt/BNT/examples/static/Brutti/Belief_hme.m",0.0461409,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/Brutti/Sigmoid_Belief.m",0.0508173,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/HME/hmemenu.m",0.0521427,1,this no longer works with the latest version of BNT
"bnt/BNT/examples/static/Models/mk_alarm_bnet.m",0.0327746,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/Models/mk_car_bnet.m",0.04059,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/Models/mk_vstruct_bnet.m",0.0444808,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/SCG/scg1.m",0.048789,1,Unrecognized function or variable 'mk_incinerator_bnet'.
"bnt/BNT/examples/static/SCG/scg2.m",0.0512238,1,Undefined function 'mk_incinerator_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/SCG/scg3.m",0.0484512,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/SCG/scg_3node.m",0.0489554,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/SCG/scg_unstable.m",0.0377906,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/StructLearn/bic1.m",0.0302552,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/StructLearn/cooper_yoo.m",0.0309737,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/StructLearn/k2demo1.m",0.030265,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/StructLearn/mcmc1.m",0.0266886,1,Undefined function 'mk_rnd_dag' for input arguments of type 'double'.
"bnt/BNT/examples/static/StructLearn/model_select1.m",0.0331272,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/StructLearn/model_select2.m",0.0321929,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/StructLearn/pc1.m",0.0288907,1,Undefined function 'learn_struct_pdag_pc' for input arguments of type 'char'.
"bnt/BNT/examples/static/StructLearn/pc2.m",0.0317802,1,Undefined function 'learn_struct_pdag_pc' for input arguments of type 'char'.
"bnt/BNT/examples/static/Zoubin/mfademo.m",-1,NaN,
"bnt/BNT/examples/static/dtree/test_housing.m",0.0241074,1,Unrecognized function or variable 'tree_CPD'.
"bnt/BNT/examples/static/dtree/test_restaurants.m",0.0205842,1,Unrecognized function or variable 'tree_CPD'.
"bnt/BNT/examples/static/dtree/test_zoo1.m",0.0208818,1,Unrecognized function or variable 'tree_CPD'.
"bnt/BNT/examples/static/fgraph/fg1.m",0.0234397,1,Undefined function 'mk_hmm_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/fgraph/fg2.m",0.0307787,1,Undefined function 'mk_hmm_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/fgraph/fg3.m",0.0296249,1,Undefined function 'mk_hmm_bnet' for input arguments of type 'double'.
"bnt/BNT/examples/static/fgraph/fg_mrf1.m",0.0278172,1,Undefined function 'tabular_kernel' for input arguments of type 'double'.
"bnt/BNT/examples/static/fgraph/fg_mrf2.m",0.0265074,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/BNT/general/dsep_test.m",0.0240603,1,Undefined function 'reachability_graph' for input arguments of type 'double'.
"bnt/GraphViz/draw_dbn_test.m",-1,NaN,
"bnt/GraphViz/draw_graph_test.m",-1,NaN,
"bnt/HMM/dhmm_em_demo.m",0.0251011,1,Undefined function 'normalise' for input arguments of type 'double'.
"bnt/HMM/dhmm_em_online_demo.m",0.0300074,1,Undefined function 'sample_discrete' for input arguments of type 'double'.
"bnt/HMM/fixed_lag_smoother_demo.m",0.0320532,1,Undefined function 'sample_discrete' for input arguments of type 'double'.
"bnt/HMM/mhmm_em_demo.m",0.0283356,1,Undefined function 'normalise' for input arguments of type 'double'.
"bnt/HMM/testHMM.m",0.0336069,1,Undefined function 'normalise' for input arguments of type 'double'.
"bnt/KPMstats/cwr_demo.m",0.1021842,1,Undefined function 'process_options' for input arguments of type 'cell'.
"bnt/KPMstats/cwr_test.m",0.0834681,1,Undefined function 'process_options' for input arguments of type 'cell'.
"bnt/KPMstats/mixgauss_prob_test.m",0.030704,1,Undefined function 'mk_stochastic' for input arguments of type 'double'.
"bnt/KPMstats/parzenC_test.m",0.0815801,1,Undefined function 'sqdist' for input arguments of type 'double'.
"bnt/KPMstats/test_dir.m",0.2295774,0,
"bnt/KPMtools/asdemo.m",0.1493319,0,
"bnt/KPMtools/bipartiteMatchingDemo.m",0.072102,1,Undefined function 'bintprog' for input arguments of type 'double'.
"bnt/KPMtools/centeringMatrix.m",0.0370042,0,
"bnt/KPMtools/logsum_test.m",0.0376052,0,
"bnt/KPMtools/optimalMatchingTest.m",0.043237,0,
"bnt/KPMtools/set_xtick_label_demo.m",0.1296681,0,
"bnt/Kalman/learning_demo.m",0.0333549,1,Undefined function 'sample_gaussian' for input arguments of type 'double'.
"bnt/Kalman/testKalman.m",0.0334761,1,Undefined function 'sample_gaussian' for input arguments of type 'double'.
"bnt/Kalman/tracking_demo.m",0.0256633,1,Undefined function 'sample_gaussian' for input arguments of type 'double'.
"bnt/SLP/examples/test_MWSTEM.m",0.0680661,1,Undefined function 'make_layout' for input arguments of type 'double'.
"bnt/SLP/examples/test_bnpc.m",0.0277694,1,Undefined function 'draw_graph' for input arguments of type 'cell'.
"bnt/SLP/examples/test_bnpc2.m",0.0291083,1,Unrecognized function or variable 'mk_asia2_bnet'.
"bnt/SLP/examples/test_cache.m",0.0294234,1,Unrecognized function or variable 'mk_asia2_bnet'.
"bnt/SLP/examples/test_chisquare.m",0.0332652,1,Undefined function 'cond_indep_chisquare' for input arguments of type 'double'.
"bnt/SLP/examples/test_cpdag.m",0.0312613,1,Unrecognized function or variable 'mk_asia_bnet'.
"bnt/SLP/examples/test_data_generation.m",0.0271435,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/SLP/examples/test_gener.m",0.0487569,1,Undefined function 'mk_rnd_dag' for input arguments of type 'double'.
"bnt/SLP/examples/test_ges.m",0.0301579,1,Unrecognized function or variable 'mk_asia_bnet'.
"bnt/SLP/examples/test_ges_em.m",0.0294259,1,Unrecognized function or variable 'mk_asia_bnet'.
"bnt/SLP/examples/test_gs2.m",0.0278198,1,Unrecognized function or variable 'mk_asia2_bnet'.
"bnt/SLP/examples/test_kldiv.m",0.0255997,1,Unrecognized function or variable 'mk_asia_bnet'.
"bnt/SLP/examples/test_mwst.m",0.0267026,1,Unrecognized function or variable 'mk_asia2_bnet'.
"bnt/SLP/examples/test_netica_export.m",0.0279094,1,Undefined function 'mk_bnet' for input arguments of type 'cell'.
"bnt/SLP/examples/test_pc.m",0.0337491,1,Unrecognized function or variable 'mk_asia2_bnet'.
"bnt/SLP/examples/test_sem1.m",0.0291381,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/SLP/examples/test_sem2.m",0.02764,1,Undefined function 'mk_bnet' for input arguments of type 'double'.
"bnt/SLP/examples/UCI_DataSets/SPECTD.m",0.0791377,0,
"bnt/SLP/examples/UCI_DataSets/hepatitisL.m",0.0480812,1,Undefined function 'hist_ic' for input arguments of type 'double'.
"bnt/SLP/examples/UCI_DataSets/horseL.m",0.0711957,1,Undefined function 'mysetdiff' for input arguments of type 'double'.
"bnt/SLP/examples/UCI_DataSets/houseL.m",0.0505604,0,
"bnt/SLP/examples/UCI_DataSets/letterD.m",0.5054564,0,
"bnt/SLP/examples/UCI_DataSets/monks1D.m",0.0706813,0,
"bnt/SLP/examples/UCI_DataSets/monks2D.m",0.0507952,0,
"bnt/SLP/examples/UCI_DataSets/monks3D.m",0.048956,0,
"bnt/SLP/examples/UCI_DataSets/mushroomsL.m",0.2207684,0,
"bnt/SLP/examples/UCI_DataSets/penD.m",0.3046736,0,
"bnt/SLP/examples/UCI_DataSets/soybeanL.m",0.0581585,1,Unable to find file or directory 'soybeanD'.
"bnt/SLP/examples/UCI_DataSets/thyroidL.m",0.0480212,0,
"bnt/Utils/classified/classified_experiment/iris_classified_demo.m",0.0291689,1,Undefined function 'get_default_mysql_data' for input arguments of type 'char'.
"bnt/Utils/database/get_data_and_mdlp_demo.m",2.5842276,1,"Output argument ""data"" (and possibly others) not assigned a value in the execution with ""get_data_from_mysql"" function."
"bnt/Utils/database/get_default_mysql_data_demo.m",0.1038326,1,"Output argument ""data"" (and possibly others) not assigned a value in the execution with ""get_data_from_mysql"" function."
"bnt/Utils/discretization/get_data_and_use_mdl_demo.m",0.0277963,1,Undefined function 'get_data_from_mysql' for input arguments of type 'char'.
"bnt/docs/dbn_hmm_demo.m",0.0264592,1,Undefined function 'Example' for input arguments of type 'char'.
"bnt/graph/test.m",0.0680198,0,
"bnt/graph/triangulate_2Dlattice_demo.m",0.0340187,1,Undefined function 'setdiag' for input arguments of type 'double'.
"bnt/graph/triangulate_test.m",0.0391236,1,Undefined function 'setdiag' for input arguments of type 'double'.
"bnt/graph/Old/dsep_test.m",0.0241841,1,Undefined function 'dsep' for input arguments of type 'double'.
"bnt/netlab3.3/demard.m",-1,NaN,
"bnt/netlab3.3/demev1.m",-1,NaN,
"bnt/netlab3.3/demev2.m",-1,NaN,
"bnt/netlab3.3/demev3.m",-1,NaN,
"bnt/netlab3.3/demgauss.m",-1,NaN,
"bnt/netlab3.3/demglm1.m",-1,NaN,
"bnt/netlab3.3/demglm2.m",-1,NaN,
"bnt/netlab3.3/demgmm1.m",-1,NaN,
"bnt/netlab3.3/demgmm2.m",-1,NaN,
"bnt/netlab3.3/demgmm3.m",-1,NaN,
"bnt/netlab3.3/demgmm4.m",-1,NaN,
"bnt/netlab3.3/demgmm5.m",-1,NaN,
"bnt/netlab3.3/demgp.m",-1,NaN,
"bnt/netlab3.3/demgpard.m",-1,NaN,
"bnt/netlab3.3/demgtm1.m",-1,NaN,
"bnt/netlab3.3/demgtm2.m",-1,NaN,
"bnt/netlab3.3/demhmc1.m",-1,NaN,
"bnt/netlab3.3/demhmc2.m",-1,NaN,
"bnt/netlab3.3/demhmc3.m",-1,NaN,
"bnt/netlab3.3/demkmn1.m",-1,NaN,
"bnt/netlab3.3/demknn1.m",-1,NaN,
"bnt/netlab3.3/demmdn1.m",-1,NaN,
"bnt/netlab3.3/demmlp1.m",-1,NaN,
"bnt/netlab3.3/demmlp2.m",-1,NaN,
"bnt/netlab3.3/demns1.m",-1,NaN,
"bnt/netlab3.3/demolgd1.m",-1,NaN,
"bnt/netlab3.3/demrbf1.m",-1,NaN,
"bnt/netlab3.3/demsom1.m",-1,NaN,
"bnt/netlabKPM/demgmm1_movie.m",0.0289952,1,Undefined function 'avifile' for input arguments of type 'char'.
"bnt/netlabKPM/kmeans_demo.m",0.0268447,1,Undefined function 'sample_gaussian' for input arguments of type 'double'.
"cfnet/src/tracking/run_baseline5_evaluation.m",0.0457748,1,Undefined function 'vl_argparse' for input arguments of type 'struct'.
"cfnet/src/tracking/run_cfnet1_evaluation.m",0.0246773,1,Undefined function 'vl_argparse' for input arguments of type 'struct'.
"cfnet/src/tracking/run_cfnet2_evaluation.m",0.0240414,1,Undefined function 'vl_argparse' for input arguments of type 'struct'.
"cfnet/src/tracking/run_cfnet3_evaluation.m",0.0284838,1,Undefined function 'vl_argparse' for input arguments of type 'struct'.
"chebfun/ODEformats.m",0.0999035,0,
"chebfun/cheblogo.m",1.7546125,0,
"chebfun/tests/adchebfun/test_lintest_rdivide.m",2.5719491,1,Undefined function 'chebfun' for input arguments of type 'function_handle'.
"chebfun/tests/adchebfun/test_lintest_times.m",2.3339757,1,Undefined function 'chebfun' for input arguments of type 'function_handle'.
"chebfun/tests/ballfun/test_coeffs3.m",2.4721657,1,Undefined function 'ballfun' for input arguments of type 'function_handle'.
"chebfun/tests/ballfun/test_vscale.m",2.6162068,1,Undefined function 'ballfun' for input arguments of type 'function_handle'.
"chebfun/tests/ballfunv/test_isempty.m",2.6455211,1,Unrecognized function or variable 'ballfunv'.
"chebfun/tests/ballfunv/test_size.m",2.3514683,1,Undefined function 'ballfun' for input arguments of type 'function_handle'.
"chebfun/tests/cheb/test_galleryball.m",2.6528809,0,
"chebfun/tests/chebfun/test_svd.m",2.7214044,1,Unrecognized function or variable 'chebfunpref'.
"chebfun/tests/chebfun2/test_chebpolyval2.m",2.3354015,1,Unrecognized function or variable 'chebfunpref'.
"chebfun/tests/chebfun2/test_roots.m",2.535804,1,Undefined function 'chebfun2' for input arguments of type 'function_handle'.
"chebfun/tests/chebfun3/test_chebpolyval3.m",2.5206743,1,Unrecognized function or variable 'chebfunpref'.
"chebfun/tests/chebfun3/test_construnctorsyntax.m",2.3790739,1,Undefined function 'chebpts3' for input arguments of type 'double'.
"chebfun/tests/chebfun3/test_domainChck.m",2.5659003,1,Undefined function 'chebfun3' for input arguments of type 'function_handle'.
