csvFile,rowNumber,sameOutput,sameData,sameResults,runTime,runTimeAI,FilePath
llama,190,1,0,1,4.0793555,3.1493473,Math_Model/2-1国赛题目+论文/2016/xipoxitong-master/2D模型改进/solve3_expand.m
llama,191,1,1,1,3.7039885,3.7130763,Math_Model/2-1国赛题目+论文/2016/xipoxitong-master/2D系泊系统/best_xitong.m
llama,192,0,1,0,2.7439365,56.6642925,Math_Model/2-1国赛题目+论文/2016/xipoxitong-master/2D系泊系统/effect_v_wind.m
llama,193,1,1,1,0.112765,0.1120555,Math_Model/3-1算法-Algorithms_MathModels/FuzzyMathematicalModel模糊数学模型/多目标模糊综合评价/main.m
llama,194,1,0,1,0.1318049,0.1230152,Math_Model/3-1算法-Algorithms_MathModels/FuzzyMathematicalModel模糊数学模型/模糊聚类/fuzzy_cluster_analysis.m
llama,195,1,1,0,0.1428435,0.1374937,Math_Model/3-1算法-Algorithms_MathModels/FuzzyMathematicalModel模糊数学模型/模糊聚类/main.m
llama,196,-1,-1,-1,-1,-1,Math_Model/3-1算法-Algorithms_MathModels/GreySystem灰色系统/strength_analysis.m
llama,197,1,1,0,5.1018225,1.7202838,Math_Model/3-1算法-Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/模拟退火算法/10_cities_TSP/main.m
llama,198,0,0,0,3.3705017,0.7422849,Math_Model/3-1算法-Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/模拟退火算法/TSP(SA)/main.m
llama,199,0,1,0,5.7318759,0.6613355,Math_Model/3-1算法-Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例10 离散Hopfield神经网络的分类——高校科研能力评价/chapter10.m
llama,200,1,1,0,2.4203641,1.4916086,Math_Model/3-1算法-Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例11 连续Hopfield神经网络的优化-旅行商问题优化计算/main.m
llama,201,1,1,0,9.3705379,2.9144879,Math_Model/3-1算法-Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例16 单层竞争神经网络的数据分类—患者癌症发病预测/chapter16.m
llama,202,1,1,0,5.1639277,5.8397513,Math_Model/3-1算法-Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例22 LVQ神经网络的预测——人脸朝向识别/chapter22_bp.m
llama,203,1,1,0,4.5507089,4.0046123,Math_Model/3-1算法-Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例22 LVQ神经网络的预测——人脸朝向识别/chapter22_lvq.m
llama,204,1,1,0,128.265455,139.877025,Math_Model/3-1算法-Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例22 LVQ神经网络的预测——人脸朝向识别/crossvalind_lvq.m
llama,205,1,1,0,9.0140084,8.3511816,Math_Model/3-1算法-Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例22 LVQ神经网络的预测——人脸朝向识别/test.m
llama,206,0,1,0,0.9937325,0.1461195,Math_Model/3-1算法-Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例23 小波神经网络的时间序列预测-短时交通流量预测/wavenn.m
llama,207,0,1,0,3.0018742,1.1804352,Math_Model/3-1算法-Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例25 广义神经网络的聚类算法-网络入侵聚类/FCMGRNN.m
llama,208,0,1,0,14.305239,45.0240028,Math_Model/3-1算法-Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例3 遗传算法优化BP神经网络-非线性函数拟合/Genetic.m
llama,209,1,1,0,0.38557,0.2584135,Mathematics/mm/DeMat/Rundeopt.m
llama,210,0,1,0,0.8816316,1.0388257,Mathematics/mm/matlab/2018/F/code/one_GA_split/use_rate.m
llama,211,1,1,0,0.2538178,0.1842665,Mathematics/mm/source_code/jm99a1simu.m
llama,212,0,1,0,2.7618073,0.767386,Matlab-Machine/004_Data regression prediction based on support vector machine (libsvm)/main.m
llama,213,0,1,0,4.4791592,0.7945444,Matlab-Machine/005_Data classification prediction based on support vector machine (libsvm)/main.m
llama,214,0,1,0,2.5254395,0.9311468,Matlab-Machine/006_Time series forecasting based on support vector machine (libsvm)/main.m
llama,215,0,1,0,4.9405633,0.7661131,Matlab-Machine/010_Data regression prediction based on random forest algorithm/main.m
llama,216,1,1,1,5.4307374,4.4153063,Matlab-Machine/011_Data classification prediction based on random forest algorithm/main.m
llama,217,0,1,0,3.9937988,0.6944846,Matlab-Machine/012_Time series forecasting based on random forest algorithm/main.m
llama,218,0,0,0,1.0260406,0.7174284,Matlab-Machine/020_Data regression prediction based on BP neural network - predicting new data/NewData.m
llama,219,0,1,0,2.3203547,0.7561907,Matlab-Machine/027_Data regression prediction based on extreme learning machine/main.m
llama,220,0,1,0,3.2960118,0.8086357,Matlab-Machine/028_Data classification prediction based on extreme learning machine/main.m
llama,221,1,1,0,2.3719682,2.404024,Matlab-Machine/029_Time series forecasting based on extreme learning machine/main.m
llama,222,1,1,0,3.6411094,3.199413,Matlab-Machine/030_Data regression prediction based on particle swarm optimization algorithm optimized support vector machine (libsvm)/main.m
llama,223,1,1,0,4.5894221,4.4892194,Matlab-Machine/031_Data classification prediction based on particle swarm optimization algorithm optimized support vector machine (libsvm)/main.m
llama,224,1,1,0,3.4996024,3.5269209,Matlab-Machine/032_Time series forecasting based on particle swarm optimization algorithm optimized support vector machine (libsvm)/main.m
llama,225,0,1,0,2.3523519,0.7685513,Matlab-Machine/033_Data regression prediction based on partial least squares algorithm/main.m
llama,226,0,1,0,3.1098704,0.7619653,Matlab-Machine/034_Data classification prediction based on partial least squares algorithm/main.m
llama,227,0,1,0,2.3972545,0.7184409,Matlab-Machine/035_Time series forecasting based on partial least squares algorithm/main.m
llama,228,0,1,0,1.6698131,0.8695657,Matlab-Machine/036_Data regression prediction based on least squares support vector machine/main.m
llama,229,0,1,0,0.3263263,0.2496479,Must-Reading-on-ISAC/Codes/Fan2018TSP/Codes for DFRC Waveform Design/Constant Modulus/CE_similarity_bb_ARS.m
llama,230,0,1,0,0.4361058,0.4782827,Must-Reading-on-ISAC/Codes/Fan2018TSP/Codes for DFRC Waveform Design/Constant Modulus/CE_similarity_bb_BRS.m
llama,231,1,1,0,7.3345171,5.8210766,Must-Reading-on-ISAC/Codes/Fan2018TSP/Codes for DFRC Waveform Design/Waveform Design With Given Radar Beampatterns/sumrate_PD_tradeoff.m
llama,232,1,0,0,26.7669981,25.5412258,NaveGo/examples/real-data/navego_example_real_ekinox.m
llama,233,0,0,0,28.6809668,0.134032,NaveGo/examples/real-data/navego_example_real_gnss_outage.m
llama,234,1,0,0,24.6961339,24.6094697,NaveGo/examples/real-data/navego_example_real_ins_ekinox.m
llama,235,1,0,0,31.3150852,31.1334533,NaveGo/examples/real-data/navego_example_real_mpu6000.m
llama,236,-1,-1,-1,0.2954375,-1,NaveGo/examples/sensor-read-example/navego_example_sensor_read.m
llama,237,1,0,1,74.419289,76.455965,NaveGo/examples/visual-data/navego_example_canada_data.m
llama,238,0,1,0,0.1262645,0.1017291,NaveGo/examples/visual-data/canada-planetary-data/scripts/optimizer.m
llama,239,0,1,0,0.1545177,0.1015464,NaveGo/examples/visual-data/katwijk-planetary-data/scripts/optimizer.m
llama,240,1,1,1,0.1750107,0.1181965,Octave/mlclass-ex6/mlclass-ex6/getVocabList.m
llama,241,1,1,1,0.1221879,0.0978157,OpenTLD/img/img_merge_frames.m
llama,242,1,1,1,0.1020649,0.0645396,OpenTLD/other/init_workspace.m
llama,243,1,1,1,10.0665906,9.4872753,OptimTraj/demo/acrobot/MAIN.m
llama,244,1,1,1,3.0462633,2.6731913,OptimTraj/demo/cartPole/MAIN_minForce.m
llama,245,1,1,1,5.35123,4.8043866,OptimTraj/demo/cartPole/MAIN_minTime.m
llama,246,1,1,1,5.0827971,5.0997865,OptimTraj/demo/cartPole/RESULTS_makePlots.m
llama,247,1,1,1,1.6144492,1.629634,OptimTraj/demo/cartPole/TEST_openLoopDynamics.m
llama,248,1,1,1,4.0370072,3.617864,OptimTraj/demo/fiveLinkBiped/MAIN.m
llama,249,1,1,1,17.2323359,16.6362221,OptimTraj/demo/fiveLinkBiped/RESULTS.m
llama,250,1,1,1,0.4556531,0.4438652,OptimTraj/demo/fiveLinkBiped/TEST_drawRobot.m
llama,251,1,1,1,4.253363,4.0323185,OptimTraj/demo/fiveLinkBiped/costOfTransport/MAIN.m
llama,252,0,1,0,0.5152445,0.1632496,OptimTraj/demo/fiveLinkBiped/costOfTransport/TEST_drawRobot.m
llama,253,1,1,1,0.6014346,0.5693786,OptimTraj/demo/goddardRocket/MAIN.m
llama,254,1,1,1,2.1896937,1.5915375,OptimTraj/demo/gradientsTutorial/MAIN.m
llama,255,1,1,1,1.7870461,1.7535489,OptimTraj/demo/minTimeBvp/MAIN.m
llama,256,1,1,1,1.1608606,1.327137,OptimTraj/demo/minimumSnap/chainIntegrator/MAIN.m
llama,257,1,1,1,1.6711001,1.7067604,OptimTraj/demo/minimumSnap/minAccel/MAIN.m
llama,258,1,1,1,1.5356264,1.5531148,OptimTraj/demo/minimumSnap/minJerk/MAIN.m
llama,259,1,1,1,1.6391657,1.589014,OptimTraj/demo/minimumSnap/minSnap/MAIN.m
llama,260,1,1,0,32.6813323,32.9909015,OptimTraj/demo/minimumWork/MAIN_cstWork.m
llama,261,1,1,1,0.7997686,0.8233424,OptimTraj/demo/minimumWork/MAIN_forceSquared.m
llama,262,1,1,1,1.5977338,1.4849307,OptimTraj/demo/minimumWork/MAIN_smoothWork.m
llama,263,1,1,1,5.8149724,5.5803014,OptimTraj/demo/quadRotor2d/MAIN_minAccelTraj.m
llama,264,1,1,1,5.1831438,5.1485152,OptimTraj/demo/quadRotor2d/MAIN_minForceTraj.m
llama,265,1,1,1,25.5137355,26.1859434,OptimTraj/demo/quadRotor2d/MAIN_minJerkTraj.m
llama,266,1,1,1,0.7280989,0.7429873,OptimTraj/demo/quadRotor2d/MAIN_simulate.m
llama,267,1,1,1,5.3276729,5.4167715,OptimTraj/demo/quadRotor3d/MAIN_minThrottleTraj.m
llama,268,1,1,1,8.0341058,8.4711835,OptimTraj/demo/quadRotor3d/MAIN_minTimeTraj.m
llama,269,0,1,0,2.6472464,0.2417493,OptimTraj/demo/quadRotor3d/TESTRUNNER.m
llama,270,-1,-1,-1,0.1061238,-1,OptimTraj/demo/quadRotor3d/test/TEST_Euler2RotMat.m
llama,271,-1,-1,-1,0.1116505,-1,OptimTraj/demo/quadRotor3d/test/TEST_computePropOpPoint.m
llama,272,-1,-1,-1,0.1277481,-1,OptimTraj/demo/quadRotor3d/test/TEST_definePropulsionModel.m
llama,273,-1,-1,-1,0.1447109,-1,OptimTraj/demo/quadRotor3d/test/TEST_plotPropLoc.m
llama,274,0,1,1,0.1117251,0.1077928,OptimTraj/demo/quadRotor3d/utilities/loadPlant_QuadRotor3d.m
llama,275,1,1,1,0.9908669,1.069617,OptimTraj/demo/simplePendulum/MAIN.m
llama,276,1,0,1,3.7472163,2.8176624,OptimTraj/demo/simpleWalker/Derive_simpleWalker.m
llama,277,1,1,1,1.2407172,1.1334679,OptimTraj/demo/simpleWalker/MAIN.m
llama,278,-1,-1,-1,0.1200955,-1,OptimTraj/demo/toyCar/MAIN.m
llama,279,0,1,0,0.1165671,0.0999973,PIDtoolbox/PTload.m
llama,280,1,1,1,3.2925944,1.8111189,PIDtoolbox/PTplotPIDerror.m
llama,281,1,1,1,1.7511073,1.4096591,PIDtoolbox/PTprocess.m
llama,282,1,1,1,7.3121956,5.8815478,R-FCN/fetch_data/fetch_caffe_mex_windows_vs2013_cuda75.m
llama,283,1,1,1,9.1256663,10.0629424,R-FCN/fetch_data/fetch_demo_model_ResNet101.m
llama,284,1,1,1,9.7543599,10.0633841,R-FCN/fetch_data/fetch_model_ResNet101.m
llama,285,1,1,1,8.3157475,5.3072485,R-FCN/fetch_data/fetch_model_ResNet50.m
llama,286,1,1,1,34.0839028,15.1309288,R-FCN/fetch_data/fetch_region_proposals.m
llama,287,1,1,1,0.1119276,0.1041981,RankIQA/data/data_generator/distortion_saver.m
llama,288,0,1,0,6.5035871,0.0989944,SAR-Synthetic-Aperture-Radar/1-SAR成像算法/CS算法/1-正侧视，点目标仿真/CSA_imaging.m
llama,289,1,1,0,5.780998,0.923269,SAR-Synthetic-Aperture-Radar/1-SAR成像算法/CS算法/2-小斜视角，点目标仿真/CSA_imaging.m
llama,290,0,1,0,17.4590574,1.6778172,SAR-Synthetic-Aperture-Radar/1-SAR成像算法/CS算法/3-Radarsat-1 的实际数据，CSA成像/Radarsat_1_CSA.m
llama,291,0,1,0,4.5068369,0.7437574,SAR-Synthetic-Aperture-Radar/1-SAR成像算法/RD算法/1-2014.10.10. 正侧视，RDA/RDA_imaging.m
llama,292,0,1,0,5.0443069,0.097377,SAR-Synthetic-Aperture-Radar/1-SAR成像算法/RD算法/2-2014.10.10. 小斜视角，RDA/RDA_imaging.m
llama,293,0,1,0,14.5780228,0.1865179,SAR-Synthetic-Aperture-Radar/1-SAR成像算法/RD算法/3-2014.10.10. 大斜视角，方式2 实现SRC，RDA/RDA_imaging.m
llama,294,0,1,0,12.6865455,1.6724307,SAR-Synthetic-Aperture-Radar/1-SAR成像算法/RD算法/4-2014.10.10. 大斜视角，方式3 实现SRC，RDA/RDA_imaging.m
llama,295,0,1,0,12.1678005,9.6007593,SAR-Synthetic-Aperture-Radar/2-InSAR干涉SAR-人造场景仿真/CS算法/2014.12.23.针对“1300m乘以800m的矩形场景中，有半径250m，高度80m的圆锥”干涉处理/InSAR_processing_using_CSA.m
llama,296,0,1,0,0.5566196,0.4406623,Smart-Algorithm/Ant_Colony_Optimization/ACO_MatLab/AC解决函数最优解/SolveMax.m
llama,297,1,1,1,6.2239588,2.2217165,Smart-Algorithm/Ant_Colony_Optimization/ACO_MatLab/AC解决机器人路径规划/main.m
llama,298,0,0,0,7.4334183,0.1115259,Smart-Algorithm/Ant_Colony_Optimization/ACO_MatLab/AOC解决TSP问题/mian.m
llama,299,0,1,0,0.7736266,0.1468807,Smart-Algorithm/Genetic_Algorithm/GA_MatLab/GA遗传算法解决TSP问题/main.m
llama,300,1,1,0,0.8993839,0.7293134,Smart-Algorithm/Genetic_Algorithm/GA_MatLab/GA遗传算法解决非线性最优解/main.m
llama,301,1,1,0,66.0032157,66.7185279,Smart-Algorithm/Immunity_Algorithm/IMA/main.m
llama,302,0,0,0,16.0980815,0.0964496,Smart-Algorithm/Immunity_Algorithm/IMA解决TSP问题/main.m
llama,303,0,1,0,6.2782488,1.2729379,Smart-Algorithm/Immunity_Algorithm/IMA解决非线性问题求解/main.m
llama,304,1,1,1,0.3796026,0.5010103,Smart-Algorithm/Particle_Swarm_Optimization/PSO-Toolbox/main.m
llama,305,1,1,1,0.3621865,0.523652,Smart-Algorithm/Particle_Swarm_Optimization/PSO-basic/DrawGriewank.m
llama,306,1,1,1,0.3609747,0.5011881,Smart-Algorithm/Particle_Swarm_Optimization/PSO-basic/DrawRastrigin.m
llama,307,0,1,0,0.1595881,0.0960294,Smart-Algorithm/Particle_Swarm_Optimization/PSO-basic/main.m
llama,308,0,1,1,0.1421635,0.1065062,Stanford-Machine-Learning-Course/Anomaly Detection and Recommender Systems/mlclass-ex8/loadMovieList.m
llama,309,0,1,0,0.1765727,0.1431324,Stanford-Machine-Learning-Course/Support Vector Machines/mlclass-ex6/getVocabList.m
llama,310,1,1,1,2.0701721,0.9404709,TIGRE/MATLAB/Third_party_tools/Inpaint_nans/inpaint_nans_demo.m
llama,311,0,1,0,1.7028499,0.1622512,TIGRE/MATLAB/Utilities/showGeoCBCTDiagram.m
llama,312,0,1,0,0.3391291,0.0979149,TIGRE/MATLAB/Utilities/Setup/locate_cuda.m
llama,313,0,1,0,0.1406374,0.096558,Total-Text-Dataset/Evaluation_Protocol/Eval.m
llama,314,1,1,1,4.3469029,1.8922903,automatic-driving-decision-and-planning-for-matlab/EMPlanner/emplanner_init.m
llama,315,0,1,0,3.5380841,0.7590927,automatic-driving-decision-and-planning-for-matlab/EMPlannerV0.5/emplanner_init.m
llama,316,1,1,1,3.5941376,3.7473422,automatic-driving-decision-and-planning-for-matlab/EMPlanner_v0.1/emplanner_init.m
llama,317,1,1,1,3.6403306,1.5549526,automatic-driving-decision-and-planning-for-matlab/EMPlanner_v0.11/emplanner_init.m
llama,318,1,1,1,3.52306,3.5974834,automatic-driving-decision-and-planning-for-matlab/EMPlanner_v0.4/emplanner_init.m
llama,319,1,1,1,3.5407267,3.5838514,automatic-driving-decision-and-planning-for-matlab/EMplanner_v0.2/emplanner_init.m
llama,320,1,1,1,3.5826264,3.5329148,automatic-driving-decision-and-planning-for-matlab/EMplanner_v0.3/emplanner_init.m
llama,321,0,1,0,0.4374415,0.1284951,bnt/KPMstats/test_dir.m
llama,322,1,1,0,0.3227057,0.1829666,bnt/KPMtools/asdemo.m
llama,323,1,1,1,0.1308268,0.275161,bnt/KPMtools/centeringMatrix.m
llama,324,1,1,0,0.1435087,0.1003386,bnt/KPMtools/logsum_test.m
llama,325,0,1,0,0.3136232,0.1858393,bnt/KPMtools/optimalMatchingTest.m
llama,326,1,1,1,0.7261709,0.6151534,bnt/KPMtools/set_xtick_label_demo.m
llama,327,0,1,0,0.2997715,0.1947035,bnt/SLP/examples/UCI_DataSets/SPECTD.m
llama,328,1,1,0,0.1572896,0.1329863,bnt/SLP/examples/UCI_DataSets/houseL.m
llama,329,1,1,0,0.4583107,0.5694692,bnt/SLP/examples/UCI_DataSets/letterD.m
llama,330,1,1,0,0.1562673,0.1388213,bnt/SLP/examples/UCI_DataSets/monks1D.m
llama,331,0,1,0,0.1669074,0.1281106,bnt/SLP/examples/UCI_DataSets/monks2D.m
llama,332,0,1,0,0.1581037,0.2353155,bnt/SLP/examples/UCI_DataSets/monks3D.m
llama,333,0,1,0,0.2790537,1.5993544,bnt/SLP/examples/UCI_DataSets/mushroomsL.m
llama,334,0,1,0,0.3303848,0.1224697,bnt/SLP/examples/UCI_DataSets/penD.m
llama,335,1,1,0,0.1586298,0.1868294,bnt/SLP/examples/UCI_DataSets/thyroidL.m
llama,336,1,1,0,0.3170264,0.190936,bnt/graph/test.m
llama,337,1,1,1,0.2769527,0.4433088,chebfun/ODEformats.m
llama,338,1,1,1,1.4196577,1.1265157,chebfun/cheblogo.m
llama,339,1,1,1,0.1100795,0.083742,chebfun/tests/cheb/test_galleryball.m
llama,340,0,1,0,0.6426993,0.2815282,cnn-for-image-retrieval/matconvnet-1.0-beta17/matlab/vl_setupnn.m
llama,341,1,1,1,0.6806616,0.3671129,cnn-for-image-retrieval/matconvnet-1.0-beta18/matlab/vl_setupnn.m
llama,342,1,1,1,0.1627657,0.0889012,crfasrnn/matlab-scripts/devtools/tvg_VOCinit.m
llama,343,1,0,0,368.1427965,376.1489232,deep-photo-styletransfer/gen_laplacian/gen_laplacian.m
llama,344,1,1,1,0.2137645,0.0949558,eeglab/functions/adminfunc/biosigpathfirst.m
llama,345,1,1,1,0.1140813,0.0955287,eeglab/functions/adminfunc/eeglab_options.m
llama,346,1,1,1,0.5941287,0.5890465,face_verification_experiment/code/evaluation.m
llama,347,1,1,1,6.0979078,3.1608648,faster_rcnn/fetch_data/fetch_caffe_mex_windows_vs2013_cuda65.m
llama,348,1,1,1,34.379694,33.3398643,faster_rcnn/fetch_data/fetch_faster_rcnn_final_model.m
llama,349,1,1,1,63.8158638,24.259771,faster_rcnn/fetch_data/fetch_model_VGG16.m
llama,350,1,1,1,30.676508,250.2660694,faster_rcnn/fetch_data/fetch_model_ZF.m
llama,351,0,1,0,3.3002255,0.1370644,fieldtrip/external/afni/CA_EZ_Prep.m
llama,352,0,1,0,16.4493912,0.1346259,fieldtrip/external/afni/CA_EZ_Prep_genx.m
llama,353,1,1,1,0.2255548,0.340966,fieldtrip/external/afni/Test_BrikLoad.m
llama,354,1,1,1,3.3844226,3.2735166,fieldtrip/external/afni/Test_TellAfni.m
llama,355,0,1,0,0.1852941,0.2355587,fieldtrip/external/afni/Test_m3dReorder.m
llama,356,0,1,0,8.1680916,2.2184504,fieldtrip/external/bayesFactor/tools/runTest.m
llama,357,1,1,1,0.5394457,0.4494288,fieldtrip/external/besa/test_matlab2besa.m
llama,358,1,1,1,0.1581159,0.2477679,fieldtrip/external/dss/keyboard_interrupt.m
llama,359,1,1,1,0.2648945,0.1441821,fieldtrip/external/eeglab/icadefs.m
llama,360,0,1,1,0.1667523,0.1580457,fieldtrip/external/fastica/demosig.m
llama,361,1,1,1,0.3519164,0.1624621,fieldtrip/external/iso2mesh/getexeext.m
llama,362,1,0,0,1.4899242,1.2151148,fieldtrip/external/npmk/NPMKverChecker.m
llama,363,1,1,0,0.3491285,0.5247738,fieldtrip/external/openmeeg/openmeeg_io_matlab_test.m
llama,364,0,1,1,0.1746876,0.1607307,fieldtrip/qsub/private/generatesessionid.m
llama,365,1,1,1,0.1905174,0.2460916,fieldtrip/utilities/private/ft_postamble_hastoolbox.m
llama,366,0,1,0,2.4797301,1.8349476,gptoolbox/external/plot_brewer_cmap.m
llama,367,0,1,0,0.2182969,0.1613774,gptoolbox/external/toolbox_fast_marching/perform_front_propagation_2d.m
llama,368,1,1,1,0.5024332,0.4203852,gptoolbox/matrix/default_mosek_param.m
llama,369,1,1,1,0.4436713,0.2567815,gptoolbox/matrix/default_quadprog_param.m
llama,370,1,1,0,0.2208932,0.1516748,gptoolbox/utility/startup.m
llama,371,1,1,1,0.1817529,0.1557779,gptoolbox/wrappers/path_to_convert.m
llama,372,1,1,0,0.1187913,0.0850603,gptoolbox/wrappers/path_to_eltopo.m
llama,373,1,1,1,0.1034513,0.1396956,gptoolbox/wrappers/path_to_medit.m
llama,374,1,1,1,0.107875,0.0994889,gptoolbox/wrappers/path_to_meshfix.m
llama,375,1,1,1,0.1250126,0.0867329,gptoolbox/wrappers/path_to_qslim.m
llama,376,1,1,1,0.1058659,0.0899971,gptoolbox/wrappers/path_to_tetgen.m
llama,377,1,1,1,0.1108976,0.0874153,gptoolbox/wrappers/path_to_triangle.m
llama,378,1,1,1,0.5987572,0.536686,hctsa/Toolboxes/OpenTSTOOL/tstoolInit.m
llama,379,1,1,1,0.1244757,0.1037559,machine-learning-coursera-1/Week 7 Assignments/Support Vector Machines/mlclass-ex6/getVocabList.m
llama,380,0,1,0,0.1470643,0.1127492,machine-learning-coursera-1/Week 9 Assignments/Anomaly Detection and Recommender Systems/mlclass-ex8/loadMovieList.m
llama,381,1,1,1,0.2124804,0.1812749,matlab2tikz/src/private/getEnvironment.m
llama,382,1,1,1,0.599353,0.6002146,matlab2tikz/test/examples/example_quivers.m
llama,383,1,1,1,0.1130841,0.1052705,matlab2tikz/test/private/StreamMaker.m
llama,384,0,1,0,0.214608,0.080895,matlab2tikz/test/private/getEnvironment.m
llama,385,0,1,1,3.4528173,1.9820525,matlab2tikz/test/private/initializeGlobalState.m
llama,386,0,1,0,0.2089124,0.1280264,matlab2tikz/test/suites/private/getEnvironment.m
llama,387,1,1,0,0.3565966,0.538985,mexopencv/samples/gausian_median_blur_bilateral_filter.m
llama,388,0,0,0,1.9008616,4.2490737,quadrotor/control/runsim.m
llama,389,0,1,0,2.0027912,2.2796846,quadrotor/traj_planning/runsim.m
llama,390,1,1,1,0.4718051,0.1970418,refinenet/libs/matconvnet/matlab/vl_setupnn.m
llama,391,0,1,0,0.1434786,0.0991888,refinenet/main/gen_class_info_ade.m
llama,392,1,1,1,0.1196754,0.1134088,refinenet/main/gen_class_info_cityscapes.m
llama,393,1,1,1,0.1383445,0.1188158,refinenet/main/gen_class_info_nyud.m
llama,394,1,1,1,0.1345276,0.1115147,refinenet/main/gen_class_info_pascalcontext.m
llama,395,1,1,1,0.1460139,0.1258431,refinenet/main/gen_class_info_person_parts.m
llama,396,1,1,1,0.4244889,0.123695,refinenet/main/gen_class_info_sunrgbd.m
llama,397,0,1,1,0.1462385,0.1314597,refinenet/main/gen_class_info_voc.m
llama,398,1,1,1,0.1922504,0.1011915,toolbox/matlab/ccc.m
mixtral,1,0,1,0,3.1673997,0.269046,2DASL/evaluation/nme_for_alignment_68pts_2d.m
mixtral,2,0,1,0,2.5460896,0.2362294,2DASL/evaluation/nme_for_alignment_68pts_3d.m
mixtral,3,1,1,0,1.2338557,1.0085156,2DASL/evaluation/3D_ICP-master/icp_test.m
mixtral,4,0,1,0,0.131964,0.6019172,Algorithms_MathModels/FuzzyMathematicalModel模糊数学模型/多目标模糊综合评价/main.m
mixtral,5,1,0,1,0.1561338,0.1233474,Algorithms_MathModels/FuzzyMathematicalModel模糊数学模型/模糊聚类/fuzzy_cluster_analysis.m
mixtral,6,0,1,0,0.1192124,0.1042043,Algorithms_MathModels/FuzzyMathematicalModel模糊数学模型/模糊聚类/main.m
mixtral,7,1,1,0,0.1224301,0.1081165,Algorithms_MathModels/GreySystem灰色系统/strength_analysis.m
mixtral,8,1,1,0,5.0629405,5.0411318,Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/模拟退火算法/10_cities_TSP/main.m
mixtral,9,1,0,1,2.4819332,2.2786471,Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/模拟退火算法/TSP(SA)/main.m
mixtral,10,0,1,0,1.7521262,0.1939407,Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例1 BP神经网络的数据分类-语音特征信号分类/BP.m
mixtral,11,0,1,0,1.7527045,0.742019,Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例1 BP神经网络的数据分类-语音特征信号分类/BPDLX.m
mixtral,12,1,1,0,2.7660506,2.5203303,Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例10 离散Hopfield神经网络的分类——高校科研能力评价/chapter10.m
mixtral,13,1,1,1,0.5706308,0.5607342,Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例11 连续Hopfield神经网络的优化-旅行商问题优化计算/main.m
mixtral,14,1,1,0,3.3844805,2.3604196,Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例16 单层竞争神经网络的数据分类—患者癌症发病预测/chapter16.m
mixtral,15,1,1,0,3.857282,3.9246121,Algorithms_MathModels/HeuristicAlgorithm（补分启发式算法，包括神经网络、模拟退火、遗传算法）/神经网络算法/MATLAB神经网络30个案例分析/案例22 LVQ神经网络的预测——人脸朝向识别/chapter22_bp.m
